Time(Local),Import,Export,Flow from NO
01.01.2026 00:00:00 +01:00,2930.10,1372.15,-1557.94
01.01.2026 01:00:00 +01:00,4636.87,1239.75,-3397.12
01.01.2026 02:00:00 +01:00,4962.29,993.78,-3968.51
01.01.2026 03:00:00 +01:00,5321.82,452.79,-4869.03
01.01.2026 04:00:00 +01:00,5417.10,33.26,-5383.84
01.01.2026 05:00:00 +01:00,5534.28,0.00,-5534.28
01.01.2026 06:00:00 +01:00,5602.02,6.59,-5595.43
01.01.2026 07:00:00 +01:00,5743.07,149.72,-5593.35
01.01.2026 08:00:00 +01:00,5676.92,125.24,-5551.68
01.01.2026 09:00:00 +01:00,5452.46,49.30,-5403.16
01.01.2026 10:00:00 +01:00,5308.01,0.00,-5308.01
01.01.2026 11:00:00 +01:00,4839.95,44.36,-4795.60
01.01.2026 12:00:00 +01:00,4797.06,14.02,-4783.04
01.01.2026 13:00:00 +01:00,4836.10,79.83,-4756.27
01.01.2026 14:00:00 +01:00,4883.99,397.98,-4486.01
01.01.2026 15:00:00 +01:00,4703.03,898.32,-3804.71
01.01.2026 16:00:00 +01:00,4839.06,1605.08,-3233.99
01.01.2026 17:00:00 +01:00,4756.61,2065.21,-2691.40
01.01.2026 18:00:00 +01:00,4076.31,2102.72,-1973.59
01.01.2026 19:00:00 +01:00,4049.94,2084.54,-1965.41
01.01.2026 20:00:00 +01:00,3836.39,1864.09,-1972.30
01.01.2026 21:00:00 +01:00,3840.86,1498.32,-2342.54
01.01.2026 22:00:00 +01:00,4082.19,1298.30,-2783.89
01.01.2026 23:00:00 +01:00,4292.52,743.56,-3548.96
02.01.2026 00:00:00 +01:00,4657.36,250.24,-4407.12
02.01.2026 01:00:00 +01:00,5163.49,21.89,-5141.60
02.01.2026 02:00:00 +01:00,6122.67,17.33,-6105.33
02.01.2026 03:00:00 +01:00,6060.78,21.44,-6039.34
02.01.2026 04:00:00 +01:00,6340.45,17.41,-6323.04
02.01.2026 05:00:00 +01:00,6511.90,22.26,-6489.63
02.01.2026 06:00:00 +01:00,5775.50,28.70,-5746.80
02.01.2026 07:00:00 +01:00,4526.94,159.87,-4367.07
02.01.2026 08:00:00 +01:00,3438.34,1024.01,-2414.34
02.01.2026 09:00:00 +01:00,3128.06,1473.61,-1654.45
02.01.2026 10:00:00 +01:00,3475.44,1678.33,-1797.11
02.01.2026 11:00:00 +01:00,4220.96,1482.37,-2738.59
02.01.2026 12:00:00 +01:00,3685.10,1480.77,-2204.33
02.01.2026 13:00:00 +01:00,3618.75,1476.01,-2142.74
02.01.2026 14:00:00 +01:00,2909.62,1720.43,-1189.20
02.01.2026 15:00:00 +01:00,2117.28,2874.09,756.80
02.01.2026 16:00:00 +01:00,2082.36,3617.98,1535.63
02.01.2026 17:00:00 +01:00,2153.81,3997.48,1843.67
02.01.2026 18:00:00 +01:00,2415.51,4576.46,2160.95
02.01.2026 19:00:00 +01:00,2644.26,4513.05,1868.79
02.01.2026 20:00:00 +01:00,2867.76,4275.40,1407.65
02.01.2026 21:00:00 +01:00,2503.75,4274.81,1771.06
02.01.2026 22:00:00 +01:00,2907.07,4194.72,1287.65
02.01.2026 23:00:00 +01:00,3126.66,3897.58,770.92
03.01.2026 00:00:00 +01:00,2225.28,3775.11,1549.83
03.01.2026 01:00:00 +01:00,2172.37,3462.81,1290.44
03.01.2026 02:00:00 +01:00,2366.32,3121.10,754.78
03.01.2026 03:00:00 +01:00,2378.03,2777.64,399.61
03.01.2026 04:00:00 +01:00,2256.96,2121.97,-134.99
03.01.2026 05:00:00 +01:00,2150.12,2277.32,127.20
03.01.2026 06:00:00 +01:00,2339.43,2474.62,135.19
03.01.2026 07:00:00 +01:00,2034.77,3125.41,1090.64
03.01.2026 08:00:00 +01:00,1913.02,4056.48,2143.46
03.01.2026 09:00:00 +01:00,1926.57,3740.78,1814.21
03.01.2026 10:00:00 +01:00,1767.91,3661.02,1893.11
03.01.2026 11:00:00 +01:00,1666.16,3303.77,1637.61
03.01.2026 12:00:00 +01:00,1663.04,3042.06,1379.02
03.01.2026 13:00:00 +01:00,1548.94,2790.43,1241.48
03.01.2026 14:00:00 +01:00,1610.34,3452.30,1841.96
03.01.2026 15:00:00 +01:00,1557.73,3334.16,1776.43
03.01.2026 16:00:00 +01:00,1509.36,2926.54,1417.19
03.01.2026 17:00:00 +01:00,1905.69,3284.80,1379.12
03.01.2026 18:00:00 +01:00,1509.23,3018.71,1509.48
03.01.2026 19:00:00 +01:00,1439.49,3251.50,1812.01
03.01.2026 20:00:00 +01:00,1475.32,3630.16,2154.84
03.01.2026 21:00:00 +01:00,1164.45,3842.42,2677.97
03.01.2026 22:00:00 +01:00,1161.88,3965.56,2803.68
03.01.2026 23:00:00 +01:00,1232.78,3702.99,2470.21
04.01.2026 00:00:00 +01:00,1141.62,3392.43,2250.82
04.01.2026 01:00:00 +01:00,1176.74,3424.16,2247.41
04.01.2026 02:00:00 +01:00,1264.43,3478.42,2213.99
04.01.2026 03:00:00 +01:00,1347.72,3210.84,1863.13
04.01.2026 04:00:00 +01:00,1266.11,2811.51,1545.40
04.01.2026 05:00:00 +01:00,1199.30,3080.36,1881.06
04.01.2026 06:00:00 +01:00,1157.51,2936.86,1779.36
04.01.2026 07:00:00 +01:00,774.01,2936.76,2162.75
04.01.2026 08:00:00 +01:00,500.35,2422.06,1921.71
04.01.2026 09:00:00 +01:00,10.44,2384.56,2374.11
04.01.2026 10:00:00 +01:00,272.72,2191.64,1918.93
04.01.2026 11:00:00 +01:00,186.24,1706.22,1519.98
04.01.2026 12:00:00 +01:00,582.12,1859.72,1277.60
04.01.2026 13:00:00 +01:00,739.18,1723.36,984.19
04.01.2026 14:00:00 +01:00,108.99,1254.39,1145.40
04.01.2026 15:00:00 +01:00,19.00,1048.05,1029.05
04.01.2026 16:00:00 +01:00,44.46,1187.13,1142.67
04.01.2026 17:00:00 +01:00,0.00,1751.64,1751.64
04.01.2026 18:00:00 +01:00,89.11,1972.19,1883.08
04.01.2026 19:00:00 +01:00,7.12,2541.72,2534.60
04.01.2026 20:00:00 +01:00,0.00,3146.70,3146.70
04.01.2026 21:00:00 +01:00,0.00,3814.88,3814.88
04.01.2026 22:00:00 +01:00,0.00,3712.94,3712.94
04.01.2026 23:00:00 +01:00,0.00,3118.55,3118.55
05.01.2026 00:00:00 +01:00,27.47,3264.25,3236.78
05.01.2026 01:00:00 +01:00,160.03,3238.70,3078.67
05.01.2026 02:00:00 +01:00,100.44,3652.20,3551.76
05.01.2026 03:00:00 +01:00,64.50,3667.12,3602.62
05.01.2026 04:00:00 +01:00,25.59,3695.06,3669.47
05.01.2026 05:00:00 +01:00,601.62,3671.73,3070.10
05.01.2026 06:00:00 +01:00,1277.57,3481.16,2203.58
05.01.2026 07:00:00 +01:00,928.80,3204.23,2275.42
05.01.2026 08:00:00 +01:00,555.24,2127.74,1572.50
05.01.2026 09:00:00 +01:00,114.51,1922.36,1807.84
05.01.2026 10:00:00 +01:00,253.19,1999.98,1746.79
05.01.2026 11:00:00 +01:00,755.58,2407.99,1652.41
05.01.2026 12:00:00 +01:00,652.16,2015.89,1363.73
05.01.2026 13:00:00 +01:00,441.91,1938.66,1496.75
05.01.2026 14:00:00 +01:00,598.20,2191.50,1593.30
05.01.2026 15:00:00 +01:00,224.37,1668.76,1444.40
05.01.2026 16:00:00 +01:00,180.72,1791.01,1610.28
05.01.2026 17:00:00 +01:00,166.14,2129.96,1963.83
05.01.2026 18:00:00 +01:00,177.84,2637.04,2459.20
05.01.2026 19:00:00 +01:00,217.56,3588.74,3371.18
05.01.2026 20:00:00 +01:00,368.47,3578.70,3210.24
05.01.2026 21:00:00 +01:00,42.39,3224.47,3182.08
05.01.2026 22:00:00 +01:00,378.26,3850.19,3471.93
05.01.2026 23:00:00 +01:00,640.56,3873.04,3232.47
06.01.2026 00:00:00 +01:00,562.55,4981.06,4418.51
06.01.2026 01:00:00 +01:00,563.96,4986.80,4422.83
06.01.2026 02:00:00 +01:00,108.97,4952.21,4843.24
06.01.2026 03:00:00 +01:00,59.44,4909.19,4849.75
06.01.2026 04:00:00 +01:00,206.61,4683.25,4476.64
06.01.2026 05:00:00 +01:00,790.69,4694.18,3903.48
06.01.2026 06:00:00 +01:00,1071.77,4733.54,3661.77
06.01.2026 07:00:00 +01:00,1320.47,4245.41,2924.94
06.01.2026 08:00:00 +01:00,904.98,3683.34,2778.37
06.01.2026 09:00:00 +01:00,453.75,3517.58,3063.83
06.01.2026 10:00:00 +01:00,19.22,3313.12,3293.91
06.01.2026 11:00:00 +01:00,0.00,3098.58,3098.58
06.01.2026 12:00:00 +01:00,0.00,3521.21,3521.21
06.01.2026 13:00:00 +01:00,4.63,3566.36,3561.73
06.01.2026 14:00:00 +01:00,143.63,3222.29,3078.65
06.01.2026 15:00:00 +01:00,340.03,2861.25,2521.22
06.01.2026 16:00:00 +01:00,396.70,2859.94,2463.24
06.01.2026 17:00:00 +01:00,15.49,3098.89,3083.40
06.01.2026 18:00:00 +01:00,1.33,3521.59,3520.26
06.01.2026 19:00:00 +01:00,26.91,3658.82,3631.91
06.01.2026 20:00:00 +01:00,547.40,4242.60,3695.21
06.01.2026 21:00:00 +01:00,627.08,4014.42,3387.33
06.01.2026 22:00:00 +01:00,647.76,4353.55,3705.79
06.01.2026 23:00:00 +01:00,648.69,4537.18,3888.49
07.01.2026 00:00:00 +01:00,577.24,3702.84,3125.60
07.01.2026 01:00:00 +01:00,618.60,3840.53,3221.92
07.01.2026 02:00:00 +01:00,621.83,3191.94,2570.11
07.01.2026 03:00:00 +01:00,774.29,2600.23,1825.94
07.01.2026 04:00:00 +01:00,752.39,1890.13,1137.74
07.01.2026 05:00:00 +01:00,688.21,2438.77,1750.55
07.01.2026 06:00:00 +01:00,363.09,2692.58,2329.49
07.01.2026 07:00:00 +01:00,323.48,2232.88,1909.40
07.01.2026 08:00:00 +01:00,972.89,2572.70,1599.81
07.01.2026 09:00:00 +01:00,629.79,2577.49,1947.70
07.01.2026 10:00:00 +01:00,632.75,2672.38,2039.63
07.01.2026 11:00:00 +01:00,561.93,2678.81,2116.88
07.01.2026 12:00:00 +01:00,602.40,2602.65,2000.25
07.01.2026 13:00:00 +01:00,392.06,1760.77,1368.71
07.01.2026 14:00:00 +01:00,369.75,1928.32,1558.57
07.01.2026 15:00:00 +01:00,345.19,1991.71,1646.52
07.01.2026 16:00:00 +01:00,169.88,2082.17,1912.29
07.01.2026 17:00:00 +01:00,397.60,2858.32,2460.72
07.01.2026 18:00:00 +01:00,884.40,3324.22,2439.82
07.01.2026 19:00:00 +01:00,670.94,3045.53,2374.59
07.01.2026 20:00:00 +01:00,933.31,3455.97,2522.66
07.01.2026 21:00:00 +01:00,851.11,3304.59,2453.49
07.01.2026 22:00:00 +01:00,661.09,3242.47,2581.37
07.01.2026 23:00:00 +01:00,648.37,2911.04,2262.67
08.01.2026 00:00:00 +01:00,919.16,1913.57,994.41
08.01.2026 01:00:00 +01:00,966.89,2080.49,1113.60
08.01.2026 02:00:00 +01:00,1280.71,1939.08,658.37
08.01.2026 03:00:00 +01:00,1257.58,1949.49,691.91
08.01.2026 04:00:00 +01:00,927.65,2064.96,1137.31
08.01.2026 05:00:00 +01:00,867.73,2192.46,1324.73
08.01.2026 06:00:00 +01:00,325.69,1921.77,1596.08
08.01.2026 07:00:00 +01:00,452.28,2450.43,1998.16
08.01.2026 08:00:00 +01:00,558.46,2574.30,2015.84
08.01.2026 09:00:00 +01:00,587.81,2734.17,2146.36
08.01.2026 10:00:00 +01:00,694.27,2461.79,1767.52
08.01.2026 11:00:00 +01:00,847.49,2522.50,1675.01
08.01.2026 12:00:00 +01:00,654.32,2412.61,1758.29
08.01.2026 13:00:00 +01:00,839.81,2738.06,1898.25
08.01.2026 14:00:00 +01:00,773.89,2750.15,1976.26
08.01.2026 15:00:00 +01:00,836.50,2807.17,1970.67
08.01.2026 16:00:00 +01:00,374.95,1995.94,1620.98
08.01.2026 17:00:00 +01:00,63.94,2244.88,2180.93
08.01.2026 18:00:00 +01:00,99.80,2572.88,2473.08
08.01.2026 19:00:00 +01:00,776.65,2777.48,2000.83
08.01.2026 20:00:00 +01:00,1054.50,2331.76,1277.26
08.01.2026 21:00:00 +01:00,1054.29,2445.70,1391.41
08.01.2026 22:00:00 +01:00,1039.64,2663.34,1623.70
08.01.2026 23:00:00 +01:00,1673.10,1703.43,30.33
09.01.2026 00:00:00 +01:00,2248.63,1570.63,-678.01
09.01.2026 01:00:00 +01:00,2855.74,1696.93,-1158.81
09.01.2026 02:00:00 +01:00,4125.56,1716.30,-2409.26
09.01.2026 03:00:00 +01:00,4633.38,1639.94,-2993.44
09.01.2026 04:00:00 +01:00,4624.36,1688.36,-2936.00
09.01.2026 05:00:00 +01:00,4248.17,1729.15,-2519.02
09.01.2026 06:00:00 +01:00,2656.75,1922.44,-734.32
09.01.2026 07:00:00 +01:00,822.55,2025.11,1202.56
09.01.2026 08:00:00 +01:00,282.16,2153.03,1870.87
09.01.2026 09:00:00 +01:00,939.42,2163.52,1224.10
09.01.2026 10:00:00 +01:00,835.72,2257.20,1421.48
09.01.2026 11:00:00 +01:00,1160.78,2558.29,1397.51
09.01.2026 12:00:00 +01:00,1487.31,2540.30,1052.98
09.01.2026 13:00:00 +01:00,1559.87,2320.26,760.39
09.01.2026 14:00:00 +01:00,1882.18,2362.54,480.36
09.01.2026 15:00:00 +01:00,1493.20,2394.37,901.18
09.01.2026 16:00:00 +01:00,1047.31,2300.40,1253.09
09.01.2026 17:00:00 +01:00,528.50,2216.58,1688.08
09.01.2026 18:00:00 +01:00,323.89,2125.03,1801.15
09.01.2026 19:00:00 +01:00,583.26,1996.06,1412.80
09.01.2026 20:00:00 +01:00,1021.51,1904.96,883.45
09.01.2026 21:00:00 +01:00,1363.40,2156.92,793.52
09.01.2026 22:00:00 +01:00,1473.88,2062.40,588.52
09.01.2026 23:00:00 +01:00,2290.51,1834.06,-456.46
10.01.2026 00:00:00 +01:00,2630.84,2045.43,-585.40
10.01.2026 01:00:00 +01:00,3393.46,1716.23,-1677.23
10.01.2026 02:00:00 +01:00,3698.28,1533.78,-2164.51
10.01.2026 03:00:00 +01:00,4144.91,1487.48,-2657.43
10.01.2026 04:00:00 +01:00,4040.11,1583.56,-2456.55
10.01.2026 05:00:00 +01:00,4005.69,1535.46,-2470.22
10.01.2026 06:00:00 +01:00,3624.81,1683.13,-1941.68
10.01.2026 07:00:00 +01:00,2271.70,2210.21,-61.50
10.01.2026 08:00:00 +01:00,1065.82,2523.99,1458.17
10.01.2026 09:00:00 +01:00,465.55,2869.91,2404.36
10.01.2026 10:00:00 +01:00,483.52,2589.16,2105.64
10.01.2026 11:00:00 +01:00,986.74,2803.48,1816.74
10.01.2026 12:00:00 +01:00,639.33,2761.33,2122.00
10.01.2026 13:00:00 +01:00,763.73,2989.53,2225.81
10.01.2026 14:00:00 +01:00,645.04,3111.00,2465.96
10.01.2026 15:00:00 +01:00,669.85,2700.34,2030.50
10.01.2026 16:00:00 +01:00,848.37,2652.09,1803.73
10.01.2026 17:00:00 +01:00,790.90,2455.29,1664.39
10.01.2026 18:00:00 +01:00,968.90,2986.38,2017.48
10.01.2026 19:00:00 +01:00,1079.39,3185.43,2106.04
10.01.2026 20:00:00 +01:00,856.87,2919.53,2062.66
10.01.2026 21:00:00 +01:00,547.67,2664.16,2116.49
10.01.2026 22:00:00 +01:00,952.36,3319.70,2367.34
10.01.2026 23:00:00 +01:00,1197.09,3426.88,2229.79
11.01.2026 00:00:00 +01:00,1897.15,4050.60,2153.46
11.01.2026 01:00:00 +01:00,1796.85,4198.96,2402.11
11.01.2026 02:00:00 +01:00,1818.70,4340.13,2521.43
11.01.2026 03:00:00 +01:00,1904.14,3925.29,2021.15
11.01.2026 04:00:00 +01:00,1832.27,3462.92,1630.65
11.01.2026 05:00:00 +01:00,1589.33,3397.31,1807.98
11.01.2026 06:00:00 +01:00,1687.07,3038.96,1351.90
11.01.2026 07:00:00 +01:00,1285.94,3057.12,1771.19
11.01.2026 08:00:00 +01:00,947.20,3337.11,2389.91
11.01.2026 09:00:00 +01:00,414.35,2722.85,2308.50
11.01.2026 10:00:00 +01:00,313.92,3144.74,2830.82
11.01.2026 11:00:00 +01:00,70.53,2991.56,2921.03
11.01.2026 12:00:00 +01:00,2.85,3331.39,3328.54
11.01.2026 13:00:00 +01:00,0.00,3237.76,3237.76
11.01.2026 14:00:00 +01:00,2.24,3005.91,3003.67
11.01.2026 15:00:00 +01:00,276.33,2831.56,2555.23
11.01.2026 16:00:00 +01:00,517.17,3208.62,2691.45
11.01.2026 17:00:00 +01:00,660.47,3464.27,2803.81
11.01.2026 18:00:00 +01:00,788.50,3441.97,2653.48
11.01.2026 19:00:00 +01:00,653.43,3730.32,3076.88
11.01.2026 20:00:00 +01:00,645.46,3867.59,3222.13
11.01.2026 21:00:00 +01:00,624.78,3598.24,2973.46
11.01.2026 22:00:00 +01:00,419.96,3508.55,3088.58
11.01.2026 23:00:00 +01:00,844.06,2743.73,1899.67
12.01.2026 00:00:00 +01:00,1475.98,2674.89,1198.91
12.01.2026 01:00:00 +01:00,1810.79,2970.71,1159.91
12.01.2026 02:00:00 +01:00,2015.27,3018.80,1003.54
12.01.2026 03:00:00 +01:00,2034.46,2796.25,761.79
12.01.2026 04:00:00 +01:00,2045.49,2338.06,292.57
12.01.2026 05:00:00 +01:00,1919.69,2701.77,782.08
12.01.2026 06:00:00 +01:00,936.51,2710.86,1774.35
12.01.2026 07:00:00 +01:00,516.45,2766.97,2250.52
12.01.2026 08:00:00 +01:00,765.35,2916.13,2150.78
12.01.2026 09:00:00 +01:00,671.28,3444.76,2773.48
12.01.2026 10:00:00 +01:00,687.30,3662.85,2975.55
12.01.2026 11:00:00 +01:00,994.21,4121.97,3127.76
12.01.2026 12:00:00 +01:00,1004.54,3613.27,2608.73
12.01.2026 13:00:00 +01:00,1100.09,4002.67,2902.58
12.01.2026 14:00:00 +01:00,1098.15,4044.59,2946.43
12.01.2026 15:00:00 +01:00,1167.43,4028.56,2861.13
12.01.2026 16:00:00 +01:00,1175.40,3807.49,2632.09
12.01.2026 17:00:00 +01:00,690.14,4096.50,3406.36
12.01.2026 18:00:00 +01:00,338.46,4255.48,3917.01
12.01.2026 19:00:00 +01:00,484.23,4641.93,4157.70
12.01.2026 20:00:00 +01:00,0.00,4163.59,4163.59
12.01.2026 21:00:00 +01:00,0.00,4102.62,4102.62
12.01.2026 22:00:00 +01:00,0.00,4775.20,4775.20
12.01.2026 23:00:00 +01:00,12.95,4661.79,4648.84
13.01.2026 00:00:00 +01:00,549.32,4752.14,4202.82
13.01.2026 01:00:00 +01:00,647.16,4631.33,3984.17
13.01.2026 02:00:00 +01:00,823.73,5000.26,4176.53
13.01.2026 03:00:00 +01:00,837.34,5115.09,4277.75
13.01.2026 04:00:00 +01:00,763.89,5156.82,4392.93
13.01.2026 05:00:00 +01:00,121.98,4664.65,4542.67
13.01.2026 06:00:00 +01:00,373.38,4917.25,4543.87
13.01.2026 07:00:00 +01:00,663.08,4371.12,3708.03
13.01.2026 08:00:00 +01:00,1038.33,4700.30,3661.97
13.01.2026 09:00:00 +01:00,957.06,4303.01,3345.95
13.01.2026 10:00:00 +01:00,721.83,4047.19,3325.36
13.01.2026 11:00:00 +01:00,689.63,4722.38,4032.75
13.01.2026 12:00:00 +01:00,793.42,4090.64,3297.22
13.01.2026 13:00:00 +01:00,886.50,3816.98,2930.49
13.01.2026 14:00:00 +01:00,730.71,3947.35,3216.64
13.01.2026 15:00:00 +01:00,827.08,4237.32,3410.24
13.01.2026 16:00:00 +01:00,856.57,4360.34,3503.78
13.01.2026 17:00:00 +01:00,399.11,4643.00,4243.89
13.01.2026 18:00:00 +01:00,480.35,4778.14,4297.79
13.01.2026 19:00:00 +01:00,639.06,4769.73,4130.67
13.01.2026 20:00:00 +01:00,422.22,4718.55,4296.33
13.01.2026 21:00:00 +01:00,289.03,4714.25,4425.21
13.01.2026 22:00:00 +01:00,690.28,4703.59,4013.31
13.01.2026 23:00:00 +01:00,590.91,3449.40,2858.49
14.01.2026 00:00:00 +01:00,778.14,3623.69,2845.56
14.01.2026 01:00:00 +01:00,1375.50,4362.69,2987.19
14.01.2026 02:00:00 +01:00,2016.51,4607.52,2591.01
14.01.2026 03:00:00 +01:00,2177.87,4323.68,2145.81
14.01.2026 04:00:00 +01:00,2226.59,4601.45,2374.86
14.01.2026 05:00:00 +01:00,2121.51,4889.73,2768.21
14.01.2026 06:00:00 +01:00,1661.33,4895.87,3234.54
14.01.2026 07:00:00 +01:00,642.49,4216.07,3573.58
14.01.2026 08:00:00 +01:00,583.12,3993.43,3410.31
14.01.2026 09:00:00 +01:00,1322.25,4485.18,3162.93
14.01.2026 10:00:00 +01:00,982.79,3688.64,2705.85
14.01.2026 11:00:00 +01:00,1292.31,3793.86,2501.55
14.01.2026 12:00:00 +01:00,1658.84,4091.98,2433.14
14.01.2026 13:00:00 +01:00,1574.87,3810.96,2236.09
14.01.2026 14:00:00 +01:00,1265.32,3512.35,2247.03
14.01.2026 15:00:00 +01:00,555.27,3271.71,2716.44
14.01.2026 16:00:00 +01:00,777.48,3468.18,2690.70
14.01.2026 17:00:00 +01:00,344.57,3794.02,3449.45
14.01.2026 18:00:00 +01:00,281.40,3765.39,3483.98
14.01.2026 19:00:00 +01:00,304.37,3904.24,3599.87
14.01.2026 20:00:00 +01:00,344.92,3774.81,3429.89
14.01.2026 21:00:00 +01:00,632.64,3801.83,3169.20
14.01.2026 22:00:00 +01:00,927.46,3928.00,3000.53
14.01.2026 23:00:00 +01:00,1146.68,3910.63,2763.95
15.01.2026 00:00:00 +01:00,953.72,4038.67,3084.95
15.01.2026 01:00:00 +01:00,659.76,4164.07,3504.31
15.01.2026 02:00:00 +01:00,773.48,3427.87,2654.39
15.01.2026 03:00:00 +01:00,655.16,2372.47,1717.31
15.01.2026 04:00:00 +01:00,485.49,2046.92,1561.43
15.01.2026 05:00:00 +01:00,563.98,2893.36,2329.38
15.01.2026 06:00:00 +01:00,364.01,4087.73,3723.72
15.01.2026 07:00:00 +01:00,288.73,4064.47,3775.73
15.01.2026 08:00:00 +01:00,236.75,4087.96,3851.21
15.01.2026 09:00:00 +01:00,0.00,4044.98,4044.98
15.01.2026 10:00:00 +01:00,229.49,3854.17,3624.67
15.01.2026 11:00:00 +01:00,402.71,3937.42,3534.70
15.01.2026 12:00:00 +01:00,305.01,3798.08,3493.07
15.01.2026 13:00:00 +01:00,642.30,4521.61,3879.31
15.01.2026 14:00:00 +01:00,521.80,4863.35,4341.54
15.01.2026 15:00:00 +01:00,122.57,4538.03,4415.46
15.01.2026 16:00:00 +01:00,269.34,4826.07,4556.73
15.01.2026 17:00:00 +01:00,575.12,4814.45,4239.33
15.01.2026 18:00:00 +01:00,489.44,5098.72,4609.28
15.01.2026 19:00:00 +01:00,614.73,5410.55,4795.82
15.01.2026 20:00:00 +01:00,522.52,4763.05,4240.53
15.01.2026 21:00:00 +01:00,417.16,3827.57,3410.41
15.01.2026 22:00:00 +01:00,561.33,3172.12,2610.79
15.01.2026 23:00:00 +01:00,951.44,2393.18,1441.74
16.01.2026 00:00:00 +01:00,796.38,2181.00,1384.62
16.01.2026 01:00:00 +01:00,1575.44,1943.16,367.71
16.01.2026 02:00:00 +01:00,2426.78,1846.87,-579.92
16.01.2026 03:00:00 +01:00,2808.07,1741.88,-1066.19
16.01.2026 04:00:00 +01:00,2444.85,1819.78,-625.07
16.01.2026 05:00:00 +01:00,2024.29,3043.24,1018.95
16.01.2026 06:00:00 +01:00,1644.19,3608.11,1963.92
16.01.2026 07:00:00 +01:00,1153.33,3578.28,2424.95
16.01.2026 08:00:00 +01:00,1428.67,3643.17,2214.49
16.01.2026 09:00:00 +01:00,1384.07,3698.39,2314.32
16.01.2026 10:00:00 +01:00,1591.59,3392.22,1800.63
16.01.2026 11:00:00 +01:00,1256.51,3518.93,2262.42
16.01.2026 12:00:00 +01:00,1543.25,3865.38,2322.12
16.01.2026 13:00:00 +01:00,1835.29,4462.11,2626.82
16.01.2026 14:00:00 +01:00,1927.74,4994.61,3066.86
16.01.2026 15:00:00 +01:00,1566.36,5206.57,3640.21
16.01.2026 16:00:00 +01:00,971.26,5205.01,4233.75
16.01.2026 17:00:00 +01:00,697.89,5277.41,4579.52
16.01.2026 18:00:00 +01:00,324.93,5371.59,5046.66
16.01.2026 19:00:00 +01:00,829.93,5252.56,4422.63
16.01.2026 20:00:00 +01:00,1105.98,5169.59,4063.62
16.01.2026 21:00:00 +01:00,1402.81,4974.83,3572.02
16.01.2026 22:00:00 +01:00,1767.88,5059.26,3291.38
16.01.2026 23:00:00 +01:00,2100.41,5039.05,2938.64
17.01.2026 00:00:00 +01:00,2283.74,4832.68,2548.94
17.01.2026 01:00:00 +01:00,2396.96,5066.71,2669.75
17.01.2026 02:00:00 +01:00,2269.67,5076.10,2806.43
17.01.2026 03:00:00 +01:00,2282.95,5043.66,2760.72
17.01.2026 04:00:00 +01:00,2317.82,5084.80,2766.99
17.01.2026 05:00:00 +01:00,2069.22,5098.18,3028.96
17.01.2026 06:00:00 +01:00,1922.14,4905.34,2983.19
17.01.2026 07:00:00 +01:00,1366.73,4850.33,3483.60
17.01.2026 08:00:00 +01:00,1190.80,5071.29,3880.49
17.01.2026 09:00:00 +01:00,707.90,5173.79,4465.88
17.01.2026 10:00:00 +01:00,816.45,4982.10,4165.64
17.01.2026 11:00:00 +01:00,786.38,4543.76,3757.38
17.01.2026 12:00:00 +01:00,703.03,4513.72,3810.68
17.01.2026 13:00:00 +01:00,1200.80,4904.22,3703.42
17.01.2026 14:00:00 +01:00,866.68,5025.48,4158.80
17.01.2026 15:00:00 +01:00,497.16,4956.66,4459.50
17.01.2026 16:00:00 +01:00,594.27,4969.89,4375.62
17.01.2026 17:00:00 +01:00,697.80,5056.39,4358.59
17.01.2026 18:00:00 +01:00,355.30,4984.85,4629.55
17.01.2026 19:00:00 +01:00,271.20,4993.85,4722.65
17.01.2026 20:00:00 +01:00,315.29,5158.64,4843.35
17.01.2026 21:00:00 +01:00,604.00,5050.39,4446.39
17.01.2026 22:00:00 +01:00,935.03,4949.27,4014.24
17.01.2026 23:00:00 +01:00,648.92,5009.81,4360.88
18.01.2026 00:00:00 +01:00,1179.10,4929.95,3750.85
18.01.2026 01:00:00 +01:00,1250.13,5144.03,3893.91
18.01.2026 02:00:00 +01:00,1306.49,5226.59,3920.10
18.01.2026 03:00:00 +01:00,1122.22,5137.75,4015.53
18.01.2026 04:00:00 +01:00,1139.04,5221.38,4082.34
18.01.2026 05:00:00 +01:00,1075.74,5151.67,4075.93
18.01.2026 06:00:00 +01:00,911.42,5183.70,4272.29
18.01.2026 07:00:00 +01:00,552.66,4969.51,4416.85
18.01.2026 08:00:00 +01:00,293.04,5365.45,5072.41
18.01.2026 09:00:00 +01:00,21.55,5483.50,5461.95
18.01.2026 10:00:00 +01:00,4.51,4986.91,4982.40
18.01.2026 11:00:00 +01:00,5.30,4376.23,4370.92
18.01.2026 12:00:00 +01:00,0.00,4374.79,4374.79
18.01.2026 13:00:00 +01:00,0.00,4675.46,4675.46
18.01.2026 14:00:00 +01:00,0.00,5127.53,5127.53
18.01.2026 15:00:00 +01:00,0.00,6210.51,6210.51
18.01.2026 16:00:00 +01:00,0.00,6447.78,6447.78
18.01.2026 17:00:00 +01:00,0.00,6572.08,6572.08
18.01.2026 18:00:00 +01:00,0.00,6405.90,6405.90
18.01.2026 19:00:00 +01:00,0.00,6226.67,6226.67
18.01.2026 20:00:00 +01:00,0.00,6426.89,6426.89
18.01.2026 21:00:00 +01:00,0.00,6498.31,6498.31
