Time(Local),Import,Export,Flow from NO
04.04.2025 22:00:00 +02:00,876.54,3553.02,2676.48
04.04.2025 23:00:00 +02:00,1778.34,3579.04,1800.70
05.04.2025 00:00:00 +02:00,2058.74,3603.72,1544.98
05.04.2025 01:00:00 +02:00,1794.80,3612.37,1817.58
05.04.2025 02:00:00 +02:00,2036.29,3550.94,1514.65
05.04.2025 03:00:00 +02:00,2022.54,3403.71,1381.17
05.04.2025 04:00:00 +02:00,2111.06,3557.71,1446.66
05.04.2025 05:00:00 +02:00,2178.80,3279.52,1100.72
05.04.2025 06:00:00 +02:00,1908.40,3088.20,1179.81
05.04.2025 07:00:00 +02:00,1026.30,3409.75,2383.46
05.04.2025 08:00:00 +02:00,1168.26,3133.42,1965.16
05.04.2025 09:00:00 +02:00,1251.30,1718.24,466.94
05.04.2025 10:00:00 +02:00,1794.71,867.16,-927.55
05.04.2025 11:00:00 +02:00,2467.36,433.57,-2033.79
05.04.2025 12:00:00 +02:00,2303.24,248.20,-2055.03
05.04.2025 13:00:00 +02:00,2870.47,324.34,-2546.13
05.04.2025 14:00:00 +02:00,3491.17,289.88,-3201.29
05.04.2025 15:00:00 +02:00,3097.04,378.01,-2719.03
05.04.2025 16:00:00 +02:00,2753.28,324.28,-2429.00
05.04.2025 17:00:00 +02:00,1726.19,314.68,-1411.50
05.04.2025 18:00:00 +02:00,293.82,2099.36,1805.54
05.04.2025 19:00:00 +02:00,34.36,3989.67,3955.31
05.04.2025 20:00:00 +02:00,40.29,4378.50,4338.22
05.04.2025 21:00:00 +02:00,125.63,4034.92,3909.29
05.04.2025 22:00:00 +02:00,172.54,3847.98,3675.44
05.04.2025 23:00:00 +02:00,270.71,3677.17,3406.46
06.04.2025 00:00:00 +02:00,284.63,3792.90,3508.28
06.04.2025 01:00:00 +02:00,0.37,3623.60,3623.22
06.04.2025 02:00:00 +02:00,6.19,3390.82,3384.63
06.04.2025 03:00:00 +02:00,0.65,3616.00,3615.34
06.04.2025 04:00:00 +02:00,0.56,3846.61,3846.06
06.04.2025 05:00:00 +02:00,3.10,4015.98,4012.88
06.04.2025 06:00:00 +02:00,15.30,4218.70,4203.40
06.04.2025 07:00:00 +02:00,92.16,3563.15,3470.99
06.04.2025 08:00:00 +02:00,1952.53,1521.94,-430.60
06.04.2025 09:00:00 +02:00,1979.84,1109.24,-870.60
06.04.2025 10:00:00 +02:00,1915.64,1236.43,-679.21
06.04.2025 11:00:00 +02:00,2054.21,1439.45,-614.76
06.04.2025 12:00:00 +02:00,2290.17,1177.46,-1112.70
06.04.2025 13:00:00 +02:00,2135.81,1194.37,-941.44
06.04.2025 14:00:00 +02:00,2283.52,1152.16,-1131.35
06.04.2025 15:00:00 +02:00,1902.79,1639.24,-263.54
06.04.2025 16:00:00 +02:00,2121.22,1219.82,-901.40
06.04.2025 17:00:00 +02:00,2309.20,1765.32,-543.88
06.04.2025 18:00:00 +02:00,49.09,3943.50,3894.41
06.04.2025 19:00:00 +02:00,242.73,4869.32,4626.59
06.04.2025 20:00:00 +02:00,85.36,5176.75,5091.39
06.04.2025 21:00:00 +02:00,62.62,4872.14,4809.53
06.04.2025 22:00:00 +02:00,21.72,4310.58,4288.87
06.04.2025 23:00:00 +02:00,18.85,3957.76,3938.91
07.04.2025 00:00:00 +02:00,264.84,3901.38,3636.54
07.04.2025 01:00:00 +02:00,388.57,3770.73,3382.16
07.04.2025 02:00:00 +02:00,433.28,3813.82,3380.54
07.04.2025 03:00:00 +02:00,252.54,3891.27,3638.73
07.04.2025 04:00:00 +02:00,171.04,3970.60,3799.57
07.04.2025 05:00:00 +02:00,181.21,4161.25,3980.04
07.04.2025 06:00:00 +02:00,220.17,4588.87,4368.70
07.04.2025 07:00:00 +02:00,216.46,3432.67,3216.21
07.04.2025 08:00:00 +02:00,210.28,3863.19,3652.92
07.04.2025 09:00:00 +02:00,268.86,3981.72,3712.85
07.04.2025 10:00:00 +02:00,265.70,3355.43,3089.73
07.04.2025 11:00:00 +02:00,984.68,1618.10,633.42
07.04.2025 12:00:00 +02:00,2585.63,1034.54,-1551.09
07.04.2025 13:00:00 +02:00,2663.56,1034.19,-1629.37
07.04.2025 14:00:00 +02:00,3254.13,1032.75,-2221.38
07.04.2025 15:00:00 +02:00,1873.76,1032.31,-841.45
07.04.2025 16:00:00 +02:00,365.71,1715.40,1349.70
07.04.2025 17:00:00 +02:00,43.91,2948.44,2904.53
07.04.2025 18:00:00 +02:00,70.88,3550.40,3479.52
07.04.2025 19:00:00 +02:00,90.56,4376.39,4285.82
07.04.2025 20:00:00 +02:00,26.18,4246.32,4220.15
07.04.2025 21:00:00 +02:00,69.55,4696.94,4627.38
07.04.2025 22:00:00 +02:00,15.75,4829.66,4813.91
07.04.2025 23:00:00 +02:00,40.38,4962.53,4922.15
08.04.2025 00:00:00 +02:00,117.78,4979.55,4861.77
08.04.2025 01:00:00 +02:00,96.56,4957.56,4861.00
08.04.2025 02:00:00 +02:00,56.11,4921.72,4865.61
08.04.2025 03:00:00 +02:00,29.09,4719.92,4690.82
08.04.2025 04:00:00 +02:00,40.10,4855.42,4815.32
08.04.2025 05:00:00 +02:00,47.14,5226.05,5178.91
08.04.2025 06:00:00 +02:00,92.26,4920.34,4828.08
08.04.2025 07:00:00 +02:00,78.52,4241.74,4163.22
08.04.2025 08:00:00 +02:00,155.81,3960.23,3804.42
08.04.2025 09:00:00 +02:00,70.82,3919.16,3848.35
08.04.2025 10:00:00 +02:00,34.04,2648.99,2614.95
08.04.2025 11:00:00 +02:00,623.97,1646.51,1022.54
08.04.2025 12:00:00 +02:00,2768.62,797.41,-1971.21
08.04.2025 13:00:00 +02:00,2410.79,789.21,-1621.58
08.04.2025 14:00:00 +02:00,2204.95,795.23,-1409.72
08.04.2025 15:00:00 +02:00,502.21,1500.26,998.06
08.04.2025 16:00:00 +02:00,103.70,2816.62,2712.92
08.04.2025 17:00:00 +02:00,50.62,3971.94,3921.33
08.04.2025 18:00:00 +02:00,45.84,4238.01,4192.17
08.04.2025 19:00:00 +02:00,89.30,4247.29,4158.00
08.04.2025 20:00:00 +02:00,58.88,4127.45,4068.57
08.04.2025 21:00:00 +02:00,8.70,3818.83,3810.13
08.04.2025 22:00:00 +02:00,27.62,3551.36,3523.74
08.04.2025 23:00:00 +02:00,73.32,3474.70,3401.38
09.04.2025 00:00:00 +02:00,477.04,2912.21,2435.17
09.04.2025 01:00:00 +02:00,652.70,2710.42,2057.72
09.04.2025 02:00:00 +02:00,862.40,3216.31,2353.91
09.04.2025 03:00:00 +02:00,746.99,3216.63,2469.64
09.04.2025 04:00:00 +02:00,650.31,3244.93,2594.62
09.04.2025 05:00:00 +02:00,471.18,3264.54,2793.36
09.04.2025 06:00:00 +02:00,109.58,3176.86,3067.28
09.04.2025 07:00:00 +02:00,58.63,3534.84,3476.20
09.04.2025 08:00:00 +02:00,84.54,3622.87,3538.33
09.04.2025 09:00:00 +02:00,15.62,3307.92,3292.30
09.04.2025 10:00:00 +02:00,567.28,2680.89,2113.61
09.04.2025 11:00:00 +02:00,586.68,2165.91,1579.22
09.04.2025 12:00:00 +02:00,2095.66,1332.73,-762.92
09.04.2025 13:00:00 +02:00,2535.04,755.62,-1779.42
09.04.2025 14:00:00 +02:00,2353.27,780.36,-1572.92
09.04.2025 15:00:00 +02:00,1632.08,1199.86,-432.21
09.04.2025 16:00:00 +02:00,1650.22,2304.44,654.22
09.04.2025 17:00:00 +02:00,875.72,2892.90,2017.18
09.04.2025 18:00:00 +02:00,470.55,2945.40,2474.85
09.04.2025 19:00:00 +02:00,327.06,3122.46,2795.40
09.04.2025 20:00:00 +02:00,265.52,3394.38,3128.86
09.04.2025 21:00:00 +02:00,317.27,3271.91,2954.64
09.04.2025 22:00:00 +02:00,465.54,3048.72,2583.18
09.04.2025 23:00:00 +02:00,749.82,3129.30,2379.48
10.04.2025 00:00:00 +02:00,947.88,3052.98,2105.10
10.04.2025 01:00:00 +02:00,800.92,3252.30,2451.39
10.04.2025 02:00:00 +02:00,875.49,3407.90,2532.41
10.04.2025 03:00:00 +02:00,658.73,3540.16,2881.43
10.04.2025 04:00:00 +02:00,269.74,3536.86,3267.12
10.04.2025 05:00:00 +02:00,134.65,4141.72,4007.07
10.04.2025 06:00:00 +02:00,276.91,4781.20,4504.28
10.04.2025 07:00:00 +02:00,301.75,4052.14,3750.40
10.04.2025 08:00:00 +02:00,269.52,4076.23,3806.72
10.04.2025 09:00:00 +02:00,244.82,4389.54,4144.72
10.04.2025 10:00:00 +02:00,278.28,2911.24,2632.97
10.04.2025 11:00:00 +02:00,316.41,2435.72,2119.31
10.04.2025 12:00:00 +02:00,1307.01,2116.04,809.03
10.04.2025 13:00:00 +02:00,2298.75,1013.95,-1284.80
10.04.2025 14:00:00 +02:00,2593.63,892.63,-1701.00
10.04.2025 15:00:00 +02:00,2529.05,832.51,-1696.54
10.04.2025 16:00:00 +02:00,1569.43,1001.09,-568.34
10.04.2025 17:00:00 +02:00,941.02,1926.95,985.93
10.04.2025 18:00:00 +02:00,582.47,2428.86,1846.39
10.04.2025 19:00:00 +02:00,492.57,2167.19,1674.62
10.04.2025 20:00:00 +02:00,921.24,1843.10,921.86
10.04.2025 21:00:00 +02:00,1303.87,1766.38,462.51
10.04.2025 22:00:00 +02:00,1562.38,1601.74,39.36
10.04.2025 23:00:00 +02:00,2135.52,1572.91,-562.61
11.04.2025 00:00:00 +02:00,2140.67,1612.27,-528.40
11.04.2025 01:00:00 +02:00,1924.06,1631.99,-292.07
11.04.2025 02:00:00 +02:00,2088.48,1844.02,-244.46
11.04.2025 03:00:00 +02:00,2100.02,2047.70,-52.32
11.04.2025 04:00:00 +02:00,2130.44,2265.00,134.55
11.04.2025 05:00:00 +02:00,1944.12,2283.42,339.30
11.04.2025 06:00:00 +02:00,1082.52,2512.08,1429.55
11.04.2025 07:00:00 +02:00,362.62,2661.14,2298.52
11.04.2025 08:00:00 +02:00,336.82,3603.12,3266.31
11.04.2025 09:00:00 +02:00,271.88,2092.06,1820.18
11.04.2025 10:00:00 +02:00,1498.34,1391.96,-106.38
11.04.2025 11:00:00 +02:00,2607.29,790.14,-1817.16
11.04.2025 12:00:00 +02:00,3172.18,832.10,-2340.08
11.04.2025 13:00:00 +02:00,2565.14,911.53,-1653.61
11.04.2025 14:00:00 +02:00,2648.27,708.84,-1939.44
11.04.2025 15:00:00 +02:00,2821.18,786.58,-2034.59
11.04.2025 16:00:00 +02:00,1978.91,1514.72,-464.19
11.04.2025 17:00:00 +02:00,384.83,3333.50,2948.66
11.04.2025 18:00:00 +02:00,310.70,5000.60,4689.89
11.04.2025 19:00:00 +02:00,395.27,4562.62,4167.35
11.04.2025 20:00:00 +02:00,373.66,4641.70,4268.04
11.04.2025 21:00:00 +02:00,359.29,4360.39,4001.10
11.04.2025 22:00:00 +02:00,490.53,3755.97,3265.44
11.04.2025 23:00:00 +02:00,733.92,3719.98,2986.06
12.04.2025 00:00:00 +02:00,1125.37,4209.31,3083.94
12.04.2025 01:00:00 +02:00,1331.65,4529.32,3197.68
12.04.2025 02:00:00 +02:00,1127.88,4511.80,3383.93
12.04.2025 03:00:00 +02:00,1399.24,4589.58,3190.34
12.04.2025 04:00:00 +02:00,1272.15,4610.98,3338.83
12.04.2025 05:00:00 +02:00,1387.40,4704.78,3317.38
12.04.2025 06:00:00 +02:00,1023.29,4737.82,3714.52
12.04.2025 07:00:00 +02:00,818.61,4801.41,3982.80
12.04.2025 08:00:00 +02:00,1095.47,4014.88,2919.42
12.04.2025 09:00:00 +02:00,1149.53,3423.54,2274.01
12.04.2025 10:00:00 +02:00,1354.17,2084.34,730.18
12.04.2025 11:00:00 +02:00,2030.99,1573.21,-457.78
12.04.2025 12:00:00 +02:00,2970.15,1748.52,-1221.62
12.04.2025 13:00:00 +02:00,2702.48,1622.83,-1079.65
12.04.2025 14:00:00 +02:00,2920.47,1523.24,-1397.23
12.04.2025 15:00:00 +02:00,2338.74,1798.46,-540.28
12.04.2025 16:00:00 +02:00,1480.60,1955.03,474.44
12.04.2025 17:00:00 +02:00,1096.73,3192.16,2095.43
12.04.2025 18:00:00 +02:00,279.70,5209.17,4929.46
12.04.2025 19:00:00 +02:00,299.82,5257.70,4957.88
12.04.2025 20:00:00 +02:00,312.42,5801.81,5489.39
12.04.2025 21:00:00 +02:00,318.67,5594.74,5276.06
12.04.2025 22:00:00 +02:00,264.10,5407.67,5143.57
12.04.2025 23:00:00 +02:00,265.00,4978.85,4713.84
13.04.2025 00:00:00 +02:00,256.54,4279.50,4022.96
13.04.2025 01:00:00 +02:00,262.98,3962.01,3699.02
13.04.2025 02:00:00 +02:00,1149.60,2751.29,1601.68
13.04.2025 03:00:00 +02:00,1718.51,2425.91,707.40
13.04.2025 04:00:00 +02:00,1576.52,2431.45,854.94
13.04.2025 05:00:00 +02:00,1526.00,2426.49,900.49
13.04.2025 06:00:00 +02:00,1640.04,2438.16,798.12
13.04.2025 07:00:00 +02:00,1192.87,2007.31,814.44
13.04.2025 08:00:00 +02:00,2272.46,1475.10,-797.37
13.04.2025 09:00:00 +02:00,2428.86,1466.37,-962.50
13.04.2025 10:00:00 +02:00,2529.47,1466.92,-1062.56
13.04.2025 11:00:00 +02:00,3523.28,1448.88,-2074.40
13.04.2025 12:00:00 +02:00,3464.84,1448.94,-2015.89
13.04.2025 13:00:00 +02:00,3418.26,1543.52,-1874.74
13.04.2025 14:00:00 +02:00,3352.01,1521.54,-1830.47
13.04.2025 15:00:00 +02:00,2706.96,1662.91,-1044.05
13.04.2025 16:00:00 +02:00,2184.02,2125.34,-58.68
13.04.2025 17:00:00 +02:00,2307.70,3248.87,941.17
13.04.2025 18:00:00 +02:00,463.35,4008.28,3544.93
13.04.2025 19:00:00 +02:00,651.14,3918.24,3267.10
13.04.2025 20:00:00 +02:00,523.04,3852.90,3329.86
13.04.2025 21:00:00 +02:00,1523.82,3810.72,2286.90
13.04.2025 22:00:00 +02:00,1905.28,3815.07,1909.79
13.04.2025 23:00:00 +02:00,2282.17,4097.74,1815.57
14.04.2025 00:00:00 +02:00,2732.03,4478.19,1746.16
14.04.2025 01:00:00 +02:00,2188.60,4478.61,2290.01
14.04.2025 02:00:00 +02:00,2058.77,4328.84,2270.08
14.04.2025 03:00:00 +02:00,1918.62,4311.22,2392.59
14.04.2025 04:00:00 +02:00,1909.15,4154.03,2244.88
14.04.2025 05:00:00 +02:00,1689.40,3950.03,2260.64
14.04.2025 06:00:00 +02:00,769.74,3253.64,2483.90
14.04.2025 07:00:00 +02:00,306.10,4935.40,4629.30
14.04.2025 08:00:00 +02:00,335.84,5113.87,4778.04
14.04.2025 09:00:00 +02:00,313.23,4414.03,4100.80
14.04.2025 10:00:00 +02:00,388.23,4136.97,3748.74
14.04.2025 11:00:00 +02:00,918.96,3909.24,2990.27
14.04.2025 12:00:00 +02:00,1398.15,3934.03,2535.88
14.04.2025 13:00:00 +02:00,1321.00,3782.20,2461.20
14.04.2025 14:00:00 +02:00,1326.89,3547.44,2220.54
14.04.2025 15:00:00 +02:00,1136.48,3707.40,2570.93
14.04.2025 16:00:00 +02:00,725.76,3966.56,3240.80
14.04.2025 17:00:00 +02:00,253.06,4430.14,4177.08
14.04.2025 18:00:00 +02:00,242.65,5143.92,4901.27
14.04.2025 19:00:00 +02:00,303.27,5458.04,5154.77
14.04.2025 20:00:00 +02:00,307.18,5316.92,5009.74
14.04.2025 21:00:00 +02:00,278.58,5286.97,5008.39
14.04.2025 22:00:00 +02:00,275.46,5145.17,4869.71
14.04.2025 23:00:00 +02:00,261.05,5372.68,5111.63
15.04.2025 00:00:00 +02:00,291.52,5043.48,4751.96
15.04.2025 01:00:00 +02:00,273.47,5022.99,4749.52
15.04.2025 02:00:00 +02:00,295.10,5166.03,4870.93
15.04.2025 03:00:00 +02:00,281.11,4963.15,4682.04
15.04.2025 04:00:00 +02:00,185.60,4773.45,4587.85
15.04.2025 05:00:00 +02:00,254.92,4508.17,4253.25
15.04.2025 06:00:00 +02:00,290.22,4244.49,3954.27
15.04.2025 07:00:00 +02:00,582.55,3899.64,3317.09
15.04.2025 08:00:00 +02:00,720.67,3445.62,2724.96
15.04.2025 09:00:00 +02:00,1393.56,2665.64,1272.08
15.04.2025 10:00:00 +02:00,2202.37,2257.78,55.41
15.04.2025 11:00:00 +02:00,2888.81,1537.23,-1351.58
15.04.2025 12:00:00 +02:00,2768.90,1459.50,-1309.40
15.04.2025 13:00:00 +02:00,2676.77,1459.08,-1217.69
15.04.2025 14:00:00 +02:00,2786.77,1487.69,-1299.08
15.04.2025 15:00:00 +02:00,2298.74,1968.60,-330.14
15.04.2025 16:00:00 +02:00,1979.14,2246.78,267.64
15.04.2025 17:00:00 +02:00,1292.77,2467.41,1174.64
15.04.2025 18:00:00 +02:00,1281.56,2784.60,1503.05
15.04.2025 19:00:00 +02:00,995.97,2682.05,1686.08
15.04.2025 20:00:00 +02:00,1398.00,2498.61,1100.60
15.04.2025 21:00:00 +02:00,1307.76,2325.23,1017.47
15.04.2025 22:00:00 +02:00,1630.63,3062.04,1431.41
15.04.2025 23:00:00 +02:00,1689.54,3466.13,1776.59
16.04.2025 00:00:00 +02:00,2220.15,3835.66,1615.51
16.04.2025 01:00:00 +02:00,2308.96,4048.58,1739.62
16.04.2025 02:00:00 +02:00,2172.43,4355.23,2182.80
16.04.2025 03:00:00 +02:00,1962.25,4493.19,2530.94
16.04.2025 04:00:00 +02:00,1910.38,4092.08,2181.70
16.04.2025 05:00:00 +02:00,1437.24,3816.94,2379.70
16.04.2025 06:00:00 +02:00,416.11,2856.24,2440.12
16.04.2025 07:00:00 +02:00,295.38,4768.19,4472.81
16.04.2025 08:00:00 +02:00,315.00,5132.82,4817.82
16.04.2025 09:00:00 +02:00,239.72,4566.04,4326.32
16.04.2025 10:00:00 +02:00,176.86,3991.24,3814.38
16.04.2025 11:00:00 +02:00,564.49,3812.74,3248.25
16.04.2025 12:00:00 +02:00,1758.67,3318.86,1560.20
16.04.2025 13:00:00 +02:00,2115.02,2727.88,612.86
16.04.2025 14:00:00 +02:00,1761.17,2776.55,1015.38
16.04.2025 15:00:00 +02:00,130.34,3665.00,3534.66
16.04.2025 16:00:00 +02:00,103.03,5133.28,5030.25
16.04.2025 17:00:00 +02:00,98.20,5872.35,5774.16
16.04.2025 18:00:00 +02:00,159.18,5864.06,5704.88
16.04.2025 19:00:00 +02:00,124.04,5860.56,5736.52
16.04.2025 20:00:00 +02:00,83.39,5887.05,5803.66
16.04.2025 21:00:00 +02:00,60.77,5391.53,5330.76
16.04.2025 22:00:00 +02:00,59.41,5279.94,5220.52
16.04.2025 23:00:00 +02:00,58.70,4723.62,4664.92
17.04.2025 00:00:00 +02:00,76.42,4105.94,4029.52
17.04.2025 01:00:00 +02:00,117.36,4044.18,3926.82
17.04.2025 02:00:00 +02:00,61.88,4190.32,4128.44
17.04.2025 03:00:00 +02:00,85.31,4128.82,4043.52
17.04.2025 04:00:00 +02:00,56.52,4246.68,4190.17
17.04.2025 05:00:00 +02:00,57.51,4789.76,4732.24
17.04.2025 06:00:00 +02:00,58.84,5323.83,5264.98
17.04.2025 07:00:00 +02:00,60.65,5738.60,5677.94
17.04.2025 08:00:00 +02:00,61.94,5598.70,5536.77
17.04.2025 09:00:00 +02:00,62.73,5047.48,4984.74
17.04.2025 10:00:00 +02:00,63.37,4191.82,4128.45
17.04.2025 11:00:00 +02:00,934.30,3631.23,2696.94
17.04.2025 12:00:00 +02:00,1743.36,3695.17,1951.81
17.04.2025 13:00:00 +02:00,1555.54,3275.82,1720.28
17.04.2025 14:00:00 +02:00,1590.53,3095.85,1505.32
17.04.2025 15:00:00 +02:00,1217.06,3138.38,1921.32
17.04.2025 16:00:00 +02:00,636.60,3066.93,2430.33
17.04.2025 17:00:00 +02:00,246.80,3983.44,3736.65
17.04.2025 18:00:00 +02:00,131.36,4180.28,4048.92
17.04.2025 19:00:00 +02:00,136.33,3693.30,3556.96
17.04.2025 20:00:00 +02:00,139.58,4575.04,4435.46
17.04.2025 21:00:00 +02:00,161.75,4482.06,4320.31
17.04.2025 22:00:00 +02:00,199.42,4051.53,3852.10
17.04.2025 23:00:00 +02:00,402.45,3703.54,3301.09
18.04.2025 00:00:00 +02:00,674.50,3921.14,3246.64
18.04.2025 01:00:00 +02:00,393.01,3981.99,3588.98
18.04.2025 02:00:00 +02:00,346.13,3982.44,3636.32
18.04.2025 03:00:00 +02:00,366.82,3902.86,3536.04
18.04.2025 04:00:00 +02:00,352.00,3537.36,3185.37
18.04.2025 05:00:00 +02:00,142.81,3770.04,3627.23
18.04.2025 06:00:00 +02:00,149.13,3653.05,3503.92
18.04.2025 07:00:00 +02:00,162.54,3869.98,3707.43
18.04.2025 08:00:00 +02:00,244.61,4342.86,4098.25
18.04.2025 09:00:00 +02:00,197.00,4073.58,3876.59
18.04.2025 10:00:00 +02:00,331.83,3538.98,3207.15
18.04.2025 11:00:00 +02:00,865.45,3996.55,3131.10
18.04.2025 12:00:00 +02:00,807.56,4331.40,3523.84
18.04.2025 13:00:00 +02:00,869.94,4580.48,3710.54
18.04.2025 14:00:00 +02:00,999.76,4533.21,3533.45
18.04.2025 15:00:00 +02:00,981.97,4538.77,3556.80
18.04.2025 16:00:00 +02:00,331.88,4732.14,4400.26
18.04.2025 17:00:00 +02:00,209.26,5249.86,5040.61
18.04.2025 18:00:00 +02:00,221.26,5644.32,5423.05
18.04.2025 19:00:00 +02:00,276.60,5924.52,5647.91
18.04.2025 20:00:00 +02:00,265.29,5643.62,5378.32
18.04.2025 21:00:00 +02:00,297.36,5078.50,4781.14
18.04.2025 22:00:00 +02:00,268.22,4703.76,4435.54
18.04.2025 23:00:00 +02:00,282.17,4477.72,4195.55
19.04.2025 00:00:00 +02:00,305.94,4310.68,4004.74
19.04.2025 01:00:00 +02:00,489.71,4174.19,3684.48
19.04.2025 02:00:00 +02:00,566.12,4196.84,3630.72
19.04.2025 03:00:00 +02:00,611.81,4270.19,3658.38
19.04.2025 04:00:00 +02:00,758.18,4254.82,3496.64
19.04.2025 05:00:00 +02:00,791.90,4300.70,3508.80
19.04.2025 06:00:00 +02:00,906.82,4203.60,3296.78
19.04.2025 07:00:00 +02:00,596.12,4278.44,3682.32
19.04.2025 08:00:00 +02:00,669.48,3850.65,3181.17
19.04.2025 09:00:00 +02:00,821.69,3318.16,2496.46
19.04.2025 10:00:00 +02:00,2135.24,2466.15,330.91
19.04.2025 11:00:00 +02:00,1961.75,1808.62,-153.14
19.04.2025 12:00:00 +02:00,2045.61,1805.77,-239.84
19.04.2025 13:00:00 +02:00,2046.72,1978.25,-68.47
19.04.2025 14:00:00 +02:00,2034.33,1935.59,-98.74
19.04.2025 15:00:00 +02:00,1843.69,1746.81,-96.88
19.04.2025 16:00:00 +02:00,2022.31,2369.36,347.06
19.04.2025 17:00:00 +02:00,1044.74,3423.63,2378.88
19.04.2025 18:00:00 +02:00,523.10,4393.88,3870.79
19.04.2025 19:00:00 +02:00,542.67,4539.29,3996.62
19.04.2025 20:00:00 +02:00,443.86,4515.10,4071.24
19.04.2025 21:00:00 +02:00,808.92,4553.92,3745.00
19.04.2025 22:00:00 +02:00,1154.15,4527.12,3372.96
19.04.2025 23:00:00 +02:00,1093.85,4518.62,3424.77
20.04.2025 00:00:00 +02:00,1419.78,4113.98,2694.21
20.04.2025 01:00:00 +02:00,1431.16,4142.11,2710.95
20.04.2025 02:00:00 +02:00,1372.00,4202.31,2830.31
20.04.2025 03:00:00 +02:00,1299.01,4156.95,2857.94
20.04.2025 04:00:00 +02:00,1310.50,4176.70,2866.19
20.04.2025 05:00:00 +02:00,1181.34,4139.96,2958.62
20.04.2025 06:00:00 +02:00,1016.97,3976.34,2959.37
20.04.2025 07:00:00 +02:00,746.79,3907.16,3160.38
20.04.2025 08:00:00 +02:00,857.89,3038.71,2180.82
20.04.2025 09:00:00 +02:00,1733.56,2221.75,488.19
20.04.2025 10:00:00 +02:00,1832.66,1792.37,-40.29
20.04.2025 11:00:00 +02:00,1923.20,2126.18,202.97
20.04.2025 12:00:00 +02:00,2174.14,1977.43,-196.70
20.04.2025 13:00:00 +02:00,2453.66,2219.00,-234.66
20.04.2025 14:00:00 +02:00,2476.69,2401.42,-75.27
20.04.2025 15:00:00 +02:00,2361.50,1832.36,-529.14
20.04.2025 16:00:00 +02:00,2278.70,1755.09,-523.60
20.04.2025 17:00:00 +02:00,103.64,3135.31,3031.68
20.04.2025 18:00:00 +02:00,75.48,5107.03,5031.55
20.04.2025 19:00:00 +02:00,154.56,5383.23,5228.68
20.04.2025 20:00:00 +02:00,100.00,5604.17,5504.17
20.04.2025 21:00:00 +02:00,142.11,5275.57,5133.46
20.04.2025 22:00:00 +02:00,129.97,4640.86,4510.88
20.04.2025 23:00:00 +02:00,178.65,4672.11,4493.46
21.04.2025 00:00:00 +02:00,108.74,4910.35,4801.60
21.04.2025 01:00:00 +02:00,181.14,5244.05,5062.91
21.04.2025 02:00:00 +02:00,171.18,5208.52,5037.35
21.04.2025 03:00:00 +02:00,225.53,4813.60,4588.07
21.04.2025 04:00:00 +02:00,197.30,4877.69,4680.40
21.04.2025 05:00:00 +02:00,204.48,4957.86,4753.38
21.04.2025 06:00:00 +02:00,203.94,5083.35,4879.40
21.04.2025 07:00:00 +02:00,227.32,4873.66,4646.34
21.04.2025 08:00:00 +02:00,396.60,4316.30,3919.70
21.04.2025 09:00:00 +02:00,796.56,4048.46,3251.91
21.04.2025 10:00:00 +02:00,997.31,3272.25,2274.94
21.04.2025 11:00:00 +02:00,1470.72,2530.75,1060.03
21.04.2025 12:00:00 +02:00,1918.05,2361.70,443.65
21.04.2025 13:00:00 +02:00,2477.11,2364.44,-112.67
21.04.2025 14:00:00 +02:00,2295.71,2283.76,-11.95
21.04.2025 15:00:00 +02:00,1742.24,2487.88,745.64
21.04.2025 16:00:00 +02:00,851.89,3096.50,2244.61
21.04.2025 17:00:00 +02:00,68.90,4776.87,4707.98
21.04.2025 18:00:00 +02:00,132.53,5594.14,5461.62
21.04.2025 19:00:00 +02:00,170.41,5606.41,5436.00
21.04.2025 20:00:00 +02:00,221.81,5675.38,5453.56
21.04.2025 21:00:00 +02:00,176.37,5429.38,5253.01
21.04.2025 22:00:00 +02:00,119.75,4909.32,4789.57
21.04.2025 23:00:00 +02:00,293.85,4802.15,4508.30
22.04.2025 00:00:00 +02:00,219.21,4587.20,4368.00
22.04.2025 01:00:00 +02:00,474.63,4697.63,4223.00
22.04.2025 02:00:00 +02:00,440.86,4811.71,4370.85
22.04.2025 03:00:00 +02:00,346.94,4896.42,4549.48
22.04.2025 04:00:00 +02:00,334.02,4755.23,4421.21
22.04.2025 05:00:00 +02:00,155.07,4856.74,4701.67
22.04.2025 06:00:00 +02:00,83.84,5449.37,5365.52
22.04.2025 07:00:00 +02:00,191.00,5032.64,4841.64
22.04.2025 08:00:00 +02:00,229.37,3173.18,2943.82
22.04.2025 09:00:00 +02:00,772.91,3725.98,2953.07
22.04.2025 10:00:00 +02:00,639.16,4169.35,3530.19
22.04.2025 11:00:00 +02:00,446.42,4013.04,3566.62
22.04.2025 12:00:00 +02:00,487.70,4006.28,3518.58
22.04.2025 13:00:00 +02:00,162.24,4236.69,4074.46
22.04.2025 14:00:00 +02:00,127.60,4499.31,4371.70
22.04.2025 15:00:00 +02:00,147.20,4826.53,4679.33
22.04.2025 16:00:00 +02:00,156.36,4902.52,4746.16
22.04.2025 17:00:00 +02:00,197.88,4874.06,4676.19
22.04.2025 18:00:00 +02:00,230.63,5137.30,4906.67
22.04.2025 19:00:00 +02:00,274.58,4813.84,4539.26
22.04.2025 20:00:00 +02:00,483.89,3987.58,3503.69
22.04.2025 21:00:00 +02:00,367.10,3915.68,3548.58
