Time(Local),Import,Export,Flow from NO
03.01.2025 19:00:00 +01:00,651.74,4413.75,3762.01
03.01.2025 20:00:00 +01:00,384.14,4297.26,3913.11
03.01.2025 21:00:00 +01:00,255.38,4451.23,4195.86
03.01.2025 22:00:00 +01:00,200.80,5048.60,4847.80
03.01.2025 23:00:00 +01:00,117.51,5372.53,5255.02
04.01.2025 00:00:00 +01:00,22.00,5401.81,5379.80
04.01.2025 01:00:00 +01:00,29.28,5371.54,5342.26
04.01.2025 02:00:00 +01:00,39.34,5082.94,5043.60
04.01.2025 03:00:00 +01:00,50.34,5093.74,5043.39
04.01.2025 04:00:00 +01:00,10.53,5395.77,5385.24
04.01.2025 05:00:00 +01:00,13.46,5410.71,5397.24
04.01.2025 06:00:00 +01:00,37.58,5368.34,5330.75
04.01.2025 07:00:00 +01:00,249.98,4905.11,4655.12
04.01.2025 08:00:00 +01:00,541.56,4881.72,4340.16
04.01.2025 09:00:00 +01:00,400.08,4893.65,4493.57
04.01.2025 10:00:00 +01:00,362.76,5060.60,4697.84
04.01.2025 11:00:00 +01:00,437.54,4911.31,4473.76
04.01.2025 12:00:00 +01:00,678.24,5150.32,4472.08
04.01.2025 13:00:00 +01:00,279.93,5192.72,4912.79
04.01.2025 14:00:00 +01:00,69.29,5180.78,5111.48
04.01.2025 15:00:00 +01:00,292.16,5032.33,4740.16
04.01.2025 16:00:00 +01:00,432.27,5421.43,4989.16
04.01.2025 17:00:00 +01:00,471.23,5443.76,4972.53
04.01.2025 18:00:00 +01:00,42.84,5299.58,5256.74
04.01.2025 19:00:00 +01:00,40.42,5295.74,5255.32
04.01.2025 20:00:00 +01:00,1.70,5388.75,5387.05
04.01.2025 21:00:00 +01:00,1.71,5982.38,5980.67
04.01.2025 22:00:00 +01:00,0.00,6111.40,6111.40
04.01.2025 23:00:00 +01:00,0.00,6350.29,6350.29
05.01.2025 00:00:00 +01:00,0.00,6058.10,6058.10
05.01.2025 01:00:00 +01:00,0.00,6253.52,6253.52
05.01.2025 02:00:00 +01:00,0.00,6322.02,6322.02
05.01.2025 03:00:00 +01:00,0.00,6596.20,6596.20
05.01.2025 04:00:00 +01:00,0.00,6846.68,6846.68
05.01.2025 05:00:00 +01:00,0.00,6839.68,6839.68
05.01.2025 06:00:00 +01:00,0.00,6531.58,6531.58
05.01.2025 07:00:00 +01:00,0.00,6225.54,6225.54
05.01.2025 08:00:00 +01:00,0.00,5998.29,5998.29
05.01.2025 09:00:00 +01:00,0.00,5896.94,5896.94
05.01.2025 10:00:00 +01:00,0.00,5655.53,5655.53
05.01.2025 11:00:00 +01:00,0.00,5824.06,5824.06
05.01.2025 12:00:00 +01:00,0.00,5638.33,5638.33
05.01.2025 13:00:00 +01:00,0.00,5519.75,5519.75
05.01.2025 14:00:00 +01:00,0.00,5250.58,5250.58
05.01.2025 15:00:00 +01:00,0.00,5014.32,5014.32
05.01.2025 16:00:00 +01:00,0.00,5087.28,5087.28
05.01.2025 17:00:00 +01:00,0.00,5018.49,5018.49
05.01.2025 18:00:00 +01:00,0.00,5047.85,5047.85
05.01.2025 19:00:00 +01:00,11.73,4848.98,4837.24
05.01.2025 20:00:00 +01:00,51.06,4062.78,4011.72
05.01.2025 21:00:00 +01:00,3.59,3939.54,3935.95
05.01.2025 22:00:00 +01:00,301.29,3346.97,3045.68
05.01.2025 23:00:00 +01:00,1541.47,1865.25,323.78
06.01.2025 00:00:00 +01:00,2037.54,1754.37,-283.16
06.01.2025 01:00:00 +01:00,3610.42,1892.10,-1718.32
06.01.2025 02:00:00 +01:00,4296.74,2001.80,-2294.94
06.01.2025 03:00:00 +01:00,4178.51,1924.92,-2253.59
06.01.2025 04:00:00 +01:00,4249.25,1382.71,-2866.54
06.01.2025 05:00:00 +01:00,4067.44,1061.87,-3005.57
06.01.2025 06:00:00 +01:00,4060.51,1318.40,-2742.11
06.01.2025 07:00:00 +01:00,1597.02,2495.20,898.19
06.01.2025 08:00:00 +01:00,517.10,3271.65,2754.55
06.01.2025 09:00:00 +01:00,818.14,3275.03,2456.89
06.01.2025 10:00:00 +01:00,1113.26,3206.93,2093.67
06.01.2025 11:00:00 +01:00,1221.01,2995.09,1774.08
06.01.2025 12:00:00 +01:00,1758.50,2878.24,1119.75
06.01.2025 13:00:00 +01:00,2362.24,2762.38,400.13
06.01.2025 14:00:00 +01:00,2654.40,2671.38,16.98
06.01.2025 15:00:00 +01:00,2841.16,2667.57,-173.58
06.01.2025 16:00:00 +01:00,1988.97,2804.54,815.57
06.01.2025 17:00:00 +01:00,1157.54,3424.91,2267.37
06.01.2025 18:00:00 +01:00,761.92,3484.02,2722.10
06.01.2025 19:00:00 +01:00,1231.69,3256.88,2025.19
06.01.2025 20:00:00 +01:00,2028.27,2914.28,886.01
06.01.2025 21:00:00 +01:00,3514.86,2505.75,-1009.12
06.01.2025 22:00:00 +01:00,2917.23,2338.12,-579.10
06.01.2025 23:00:00 +01:00,3639.84,2404.23,-1235.61
07.01.2025 00:00:00 +01:00,3861.96,2167.85,-1694.11
07.01.2025 01:00:00 +01:00,3979.85,1900.10,-2079.75
07.01.2025 02:00:00 +01:00,3970.61,1964.41,-2006.20
07.01.2025 03:00:00 +01:00,4234.06,1991.58,-2242.47
07.01.2025 04:00:00 +01:00,3370.97,2034.52,-1336.45
07.01.2025 05:00:00 +01:00,2253.40,2193.21,-60.19
07.01.2025 06:00:00 +01:00,1244.28,2789.38,1545.10
07.01.2025 07:00:00 +01:00,587.80,3795.25,3207.44
07.01.2025 08:00:00 +01:00,548.90,3681.84,3132.94
07.01.2025 09:00:00 +01:00,610.65,3649.02,3038.38
07.01.2025 10:00:00 +01:00,470.93,3638.24,3167.31
07.01.2025 11:00:00 +01:00,997.40,3544.57,2547.18
07.01.2025 12:00:00 +01:00,1167.84,3524.36,2356.51
07.01.2025 13:00:00 +01:00,1332.94,3309.23,1976.28
07.01.2025 14:00:00 +01:00,1535.99,3143.68,1607.69
07.01.2025 15:00:00 +01:00,1716.24,3154.04,1437.80
07.01.2025 16:00:00 +01:00,1835.14,3131.76,1296.62
07.01.2025 17:00:00 +01:00,1298.47,3135.74,1837.27
07.01.2025 18:00:00 +01:00,1403.09,3125.24,1722.16
07.01.2025 19:00:00 +01:00,2139.46,3139.24,999.77
07.01.2025 20:00:00 +01:00,2947.75,3062.38,114.62
07.01.2025 21:00:00 +01:00,3015.30,3043.28,27.98
07.01.2025 22:00:00 +01:00,3155.88,3033.69,-122.19
07.01.2025 23:00:00 +01:00,3150.88,3009.98,-140.90
08.01.2025 00:00:00 +01:00,2499.64,3082.89,583.26
08.01.2025 01:00:00 +01:00,2770.08,3097.58,327.50
08.01.2025 02:00:00 +01:00,2716.58,3050.64,334.05
08.01.2025 03:00:00 +01:00,2873.12,2989.24,116.13
08.01.2025 04:00:00 +01:00,2561.02,3056.81,495.78
08.01.2025 05:00:00 +01:00,1913.91,3016.25,1102.34
08.01.2025 06:00:00 +01:00,1042.89,3331.49,2288.60
08.01.2025 07:00:00 +01:00,256.90,3768.20,3511.30
08.01.2025 08:00:00 +01:00,40.21,3589.55,3549.34
08.01.2025 09:00:00 +01:00,247.46,3490.64,3243.18
08.01.2025 10:00:00 +01:00,317.36,3694.24,3376.87
08.01.2025 11:00:00 +01:00,75.97,4073.63,3997.66
08.01.2025 12:00:00 +01:00,0.00,4290.76,4290.76
08.01.2025 13:00:00 +01:00,14.68,4103.28,4088.60
08.01.2025 14:00:00 +01:00,12.88,4251.70,4238.81
08.01.2025 15:00:00 +01:00,9.37,4632.68,4623.31
08.01.2025 16:00:00 +01:00,4.78,4943.79,4939.01
08.01.2025 17:00:00 +01:00,2.35,5357.79,5355.44
08.01.2025 18:00:00 +01:00,80.46,5406.14,5325.68
08.01.2025 19:00:00 +01:00,266.40,5433.12,5166.72
08.01.2025 20:00:00 +01:00,0.00,5298.80,5298.80
08.01.2025 21:00:00 +01:00,0.00,5528.93,5528.93
08.01.2025 22:00:00 +01:00,0.00,5630.92,5630.92
08.01.2025 23:00:00 +01:00,0.00,5781.38,5781.38
09.01.2025 00:00:00 +01:00,0.00,5606.10,5606.10
09.01.2025 01:00:00 +01:00,0.00,5843.44,5843.44
09.01.2025 02:00:00 +01:00,0.00,5771.44,5771.44
09.01.2025 03:00:00 +01:00,0.00,5902.85,5902.85
09.01.2025 04:00:00 +01:00,0.00,6449.47,6449.47
09.01.2025 05:00:00 +01:00,0.00,6663.66,6663.66
09.01.2025 06:00:00 +01:00,0.78,6211.96,6211.19
09.01.2025 07:00:00 +01:00,0.00,5185.78,5185.78
09.01.2025 08:00:00 +01:00,0.00,4354.82,4354.82
09.01.2025 09:00:00 +01:00,0.00,4695.61,4695.61
09.01.2025 10:00:00 +01:00,0.00,5128.91,5128.91
09.01.2025 11:00:00 +01:00,0.00,4551.70,4551.70
09.01.2025 12:00:00 +01:00,0.00,4405.84,4405.84
09.01.2025 13:00:00 +01:00,0.00,4345.73,4345.73
09.01.2025 14:00:00 +01:00,0.06,4577.42,4577.36
09.01.2025 15:00:00 +01:00,0.00,4841.73,4841.73
09.01.2025 16:00:00 +01:00,0.00,4338.74,4338.74
09.01.2025 17:00:00 +01:00,0.00,4768.10,4768.10
09.01.2025 18:00:00 +01:00,0.00,5269.32,5269.32
09.01.2025 19:00:00 +01:00,0.00,5760.28,5760.28
09.01.2025 20:00:00 +01:00,0.00,5163.93,5163.93
09.01.2025 21:00:00 +01:00,0.00,4970.06,4970.06
09.01.2025 22:00:00 +01:00,0.00,5724.71,5724.71
09.01.2025 23:00:00 +01:00,0.00,6286.60,6286.60
10.01.2025 00:00:00 +01:00,0.00,6470.55,6470.55
10.01.2025 01:00:00 +01:00,0.00,6901.75,6901.75
10.01.2025 02:00:00 +01:00,0.00,6884.72,6884.72
10.01.2025 03:00:00 +01:00,0.00,6647.86,6647.86
10.01.2025 04:00:00 +01:00,0.00,6548.88,6548.88
10.01.2025 05:00:00 +01:00,0.00,6255.74,6255.74
10.01.2025 06:00:00 +01:00,0.00,5805.50,5805.50
10.01.2025 07:00:00 +01:00,0.00,5627.35,5627.35
10.01.2025 08:00:00 +01:00,0.00,5018.38,5018.38
10.01.2025 09:00:00 +01:00,0.00,5406.15,5406.15
10.01.2025 10:00:00 +01:00,0.00,5540.58,5540.58
10.01.2025 11:00:00 +01:00,0.00,5185.91,5185.91
10.01.2025 12:00:00 +01:00,0.41,4510.41,4510.00
10.01.2025 13:00:00 +01:00,0.00,5472.84,5472.84
10.01.2025 14:00:00 +01:00,0.00,5183.30,5183.30
10.01.2025 15:00:00 +01:00,0.00,4886.61,4886.61
10.01.2025 16:00:00 +01:00,84.78,4431.01,4346.22
10.01.2025 17:00:00 +01:00,56.66,4696.52,4639.86
10.01.2025 18:00:00 +01:00,93.40,4876.78,4783.38
10.01.2025 19:00:00 +01:00,97.02,4981.38,4884.36
10.01.2025 20:00:00 +01:00,267.45,5032.93,4765.48
10.01.2025 21:00:00 +01:00,0.00,4626.58,4626.58
10.01.2025 22:00:00 +01:00,366.44,4130.40,3763.96
10.01.2025 23:00:00 +01:00,1251.00,4108.04,2857.03
11.01.2025 00:00:00 +01:00,1760.15,3812.92,2052.78
11.01.2025 01:00:00 +01:00,2149.81,3875.93,1726.12
11.01.2025 02:00:00 +01:00,2441.30,3714.36,1273.06
11.01.2025 03:00:00 +01:00,2647.35,3646.24,998.89
11.01.2025 04:00:00 +01:00,2811.52,3697.48,885.96
11.01.2025 05:00:00 +01:00,2709.18,3886.46,1177.28
11.01.2025 06:00:00 +01:00,2709.09,3791.26,1082.17
11.01.2025 07:00:00 +01:00,2663.68,3596.92,933.24
11.01.2025 08:00:00 +01:00,2676.84,3727.13,1050.28
11.01.2025 09:00:00 +01:00,2314.66,3367.31,1052.64
11.01.2025 10:00:00 +01:00,1963.89,3065.70,1101.81
11.01.2025 11:00:00 +01:00,1762.54,3067.11,1304.57
11.01.2025 12:00:00 +01:00,2022.54,2984.18,961.65
11.01.2025 13:00:00 +01:00,2284.60,2809.38,524.78
11.01.2025 14:00:00 +01:00,2495.65,2803.74,308.09
11.01.2025 15:00:00 +01:00,2254.88,2777.90,523.02
11.01.2025 16:00:00 +01:00,647.12,2301.71,1654.60
11.01.2025 17:00:00 +01:00,315.08,3317.20,3002.12
11.01.2025 18:00:00 +01:00,269.90,3694.42,3424.53
11.01.2025 19:00:00 +01:00,519.72,3942.68,3422.96
11.01.2025 20:00:00 +01:00,747.86,3914.78,3166.92
11.01.2025 21:00:00 +01:00,810.64,4059.76,3249.11
11.01.2025 22:00:00 +01:00,1354.14,3937.39,2583.24
11.01.2025 23:00:00 +01:00,2175.64,4217.64,2042.00
12.01.2025 00:00:00 +01:00,2501.69,3889.75,1388.06
12.01.2025 01:00:00 +01:00,2620.64,4340.70,1720.06
12.01.2025 02:00:00 +01:00,2653.92,4573.48,1919.56
12.01.2025 03:00:00 +01:00,2725.47,4426.31,1700.84
12.01.2025 04:00:00 +01:00,2563.58,4322.24,1758.65
12.01.2025 05:00:00 +01:00,2263.22,4177.13,1913.91
12.01.2025 06:00:00 +01:00,2418.24,4322.73,1904.49
12.01.2025 07:00:00 +01:00,1583.00,4421.04,2838.04
12.01.2025 08:00:00 +01:00,605.56,4873.58,4268.02
12.01.2025 09:00:00 +01:00,179.94,5106.64,4926.70
12.01.2025 10:00:00 +01:00,54.76,5087.15,5032.39
12.01.2025 11:00:00 +01:00,210.60,4875.58,4664.98
12.01.2025 12:00:00 +01:00,176.88,4932.31,4755.44
12.01.2025 13:00:00 +01:00,166.88,4884.60,4717.72
12.01.2025 14:00:00 +01:00,576.02,4482.92,3906.90
12.01.2025 15:00:00 +01:00,175.12,4509.12,4334.01
12.01.2025 16:00:00 +01:00,0.00,5258.44,5258.44
12.01.2025 17:00:00 +01:00,0.00,5482.18,5482.18
12.01.2025 18:00:00 +01:00,0.00,5364.05,5364.05
12.01.2025 19:00:00 +01:00,0.00,5253.33,5253.33
12.01.2025 20:00:00 +01:00,0.48,4971.72,4971.24
12.01.2025 21:00:00 +01:00,0.00,5316.25,5316.25
12.01.2025 22:00:00 +01:00,0.00,6161.64,6161.64
12.01.2025 23:00:00 +01:00,0.00,6588.74,6588.74
13.01.2025 00:00:00 +01:00,0.00,6008.78,6008.78
13.01.2025 01:00:00 +01:00,144.56,5318.81,5174.25
13.01.2025 02:00:00 +01:00,683.09,4786.74,4103.64
13.01.2025 03:00:00 +01:00,991.87,4694.85,3702.98
13.01.2025 04:00:00 +01:00,1112.34,4848.54,3736.20
13.01.2025 05:00:00 +01:00,668.24,4691.73,4023.48
13.01.2025 06:00:00 +01:00,171.74,5154.48,4982.75
13.01.2025 07:00:00 +01:00,42.00,5551.64,5509.64
13.01.2025 08:00:00 +01:00,222.88,5480.65,5257.77
13.01.2025 09:00:00 +01:00,254.47,5541.82,5287.36
13.01.2025 10:00:00 +01:00,244.31,4985.62,4741.30
13.01.2025 11:00:00 +01:00,287.16,4517.07,4229.91
13.01.2025 12:00:00 +01:00,282.79,4233.28,3950.49
13.01.2025 13:00:00 +01:00,416.97,3872.72,3455.75
13.01.2025 14:00:00 +01:00,991.88,3492.42,2500.54
13.01.2025 15:00:00 +01:00,1778.37,3225.92,1447.56
13.01.2025 16:00:00 +01:00,1556.46,3177.73,1621.28
13.01.2025 17:00:00 +01:00,1090.63,3047.28,1956.65
13.01.2025 18:00:00 +01:00,1532.98,3041.86,1508.88
13.01.2025 19:00:00 +01:00,2897.12,3041.89,144.78
13.01.2025 20:00:00 +01:00,3281.77,3041.95,-239.82
13.01.2025 21:00:00 +01:00,3379.57,3041.76,-337.81
13.01.2025 22:00:00 +01:00,3240.95,3033.04,-207.91
13.01.2025 23:00:00 +01:00,2967.67,3033.26,65.58
14.01.2025 00:00:00 +01:00,2939.65,3050.99,111.34
14.01.2025 01:00:00 +01:00,2712.72,3052.25,339.53
14.01.2025 02:00:00 +01:00,2813.86,3053.20,239.34
14.01.2025 03:00:00 +01:00,3090.66,3061.44,-29.22
14.01.2025 04:00:00 +01:00,3007.96,3068.14,60.18
14.01.2025 05:00:00 +01:00,2849.96,3093.34,243.38
14.01.2025 06:00:00 +01:00,2551.65,3098.06,546.40
14.01.2025 07:00:00 +01:00,2455.72,3166.93,711.22
14.01.2025 08:00:00 +01:00,2604.21,3227.14,622.92
14.01.2025 09:00:00 +01:00,2408.66,3357.00,948.34
14.01.2025 10:00:00 +01:00,2821.98,3231.70,409.72
14.01.2025 11:00:00 +01:00,2731.88,3168.13,436.26
14.01.2025 12:00:00 +01:00,2660.29,3301.30,641.01
14.01.2025 13:00:00 +01:00,2010.78,3086.84,1076.06
14.01.2025 14:00:00 +01:00,2288.54,3134.54,846.00
14.01.2025 15:00:00 +01:00,2237.06,3077.17,840.10
14.01.2025 16:00:00 +01:00,1014.10,3183.59,2169.49
14.01.2025 17:00:00 +01:00,751.36,3445.12,2693.75
14.01.2025 18:00:00 +01:00,804.72,3291.94,2487.22
14.01.2025 19:00:00 +01:00,1532.71,3110.38,1577.67
14.01.2025 20:00:00 +01:00,1778.44,3074.91,1296.47
14.01.2025 21:00:00 +01:00,1732.79,3067.60,1334.80
14.01.2025 22:00:00 +01:00,1820.17,3212.58,1392.41
14.01.2025 23:00:00 +01:00,1954.10,3419.67,1465.57
15.01.2025 00:00:00 +01:00,1862.43,3272.08,1409.65
15.01.2025 01:00:00 +01:00,1388.60,3498.68,2110.08
15.01.2025 02:00:00 +01:00,557.86,3599.70,3041.84
15.01.2025 03:00:00 +01:00,123.81,3807.25,3683.44
15.01.2025 04:00:00 +01:00,0.00,5025.62,5025.62
15.01.2025 05:00:00 +01:00,0.00,6333.71,6333.71
15.01.2025 06:00:00 +01:00,0.00,7012.95,7012.95
15.01.2025 07:00:00 +01:00,0.00,6504.22,6504.22
15.01.2025 08:00:00 +01:00,0.00,5853.78,5853.78
15.01.2025 09:00:00 +01:00,150.80,5688.84,5538.04
15.01.2025 10:00:00 +01:00,603.28,6027.47,5424.18
15.01.2025 11:00:00 +01:00,796.87,5436.18,4639.30
15.01.2025 12:00:00 +01:00,830.43,4833.22,4002.78
15.01.2025 13:00:00 +01:00,641.23,4774.10,4132.86
15.01.2025 14:00:00 +01:00,611.69,4934.17,4322.48
15.01.2025 15:00:00 +01:00,456.14,5229.92,4773.78
15.01.2025 16:00:00 +01:00,277.06,5112.13,4835.07
15.01.2025 17:00:00 +01:00,256.56,5032.94,4776.38
15.01.2025 18:00:00 +01:00,366.05,4844.97,4478.92
15.01.2025 19:00:00 +01:00,849.66,4712.78,3863.12
15.01.2025 20:00:00 +01:00,1351.16,4709.62,3358.47
15.01.2025 21:00:00 +01:00,1534.10,3844.30,2310.20
15.01.2025 22:00:00 +01:00,2159.18,4283.16,2123.98
15.01.2025 23:00:00 +01:00,2187.86,5070.00,2882.14
16.01.2025 00:00:00 +01:00,2275.26,4640.26,2365.00
16.01.2025 01:00:00 +01:00,2440.91,5006.69,2565.78
16.01.2025 02:00:00 +01:00,2568.05,5008.06,2440.01
16.01.2025 03:00:00 +01:00,2727.25,4955.65,2228.40
16.01.2025 04:00:00 +01:00,2778.46,4933.28,2154.82
16.01.2025 05:00:00 +01:00,2784.79,4957.44,2172.65
16.01.2025 06:00:00 +01:00,2029.09,4970.50,2941.41
16.01.2025 07:00:00 +01:00,1226.81,4703.47,3476.66
16.01.2025 08:00:00 +01:00,807.18,4746.07,3938.90
16.01.2025 09:00:00 +01:00,985.26,4655.50,3670.24
16.01.2025 10:00:00 +01:00,807.82,4643.61,3835.80
16.01.2025 11:00:00 +01:00,847.68,4564.93,3717.24
16.01.2025 12:00:00 +01:00,1039.80,4481.59,3441.80
16.01.2025 13:00:00 +01:00,1315.61,4518.40,3202.79
16.01.2025 14:00:00 +01:00,1541.66,4687.99,3146.32
16.01.2025 15:00:00 +01:00,942.19,4739.52,3797.34
16.01.2025 16:00:00 +01:00,718.52,4794.80,4076.28
16.01.2025 17:00:00 +01:00,348.10,4783.12,4435.02
16.01.2025 18:00:00 +01:00,705.48,4742.88,4037.39
16.01.2025 19:00:00 +01:00,1404.31,4644.69,3240.38
16.01.2025 20:00:00 +01:00,1834.44,4600.38,2765.94
16.01.2025 21:00:00 +01:00,2318.47,4407.28,2088.81
16.01.2025 22:00:00 +01:00,2503.49,4285.50,1782.02
16.01.2025 23:00:00 +01:00,2822.76,4258.51,1435.76
17.01.2025 00:00:00 +01:00,2579.44,4221.78,1642.34
17.01.2025 01:00:00 +01:00,2498.94,4258.68,1759.74
17.01.2025 02:00:00 +01:00,2893.70,4374.39,1480.69
17.01.2025 03:00:00 +01:00,2724.40,4312.39,1587.99
17.01.2025 04:00:00 +01:00,2500.17,4306.20,1806.04
17.01.2025 05:00:00 +01:00,2162.02,4333.79,2171.78
17.01.2025 06:00:00 +01:00,2035.40,4452.86,2417.46
17.01.2025 07:00:00 +01:00,1170.16,4506.51,3336.35
17.01.2025 08:00:00 +01:00,709.88,4545.40,3835.52
17.01.2025 09:00:00 +01:00,929.36,4244.88,3315.52
17.01.2025 10:00:00 +01:00,940.60,4184.47,3243.87
17.01.2025 11:00:00 +01:00,817.50,4163.44,3345.94
17.01.2025 12:00:00 +01:00,1822.60,4111.19,2288.58
17.01.2025 13:00:00 +01:00,2568.65,4048.21,1479.56
17.01.2025 14:00:00 +01:00,2590.22,4160.12,1569.90
17.01.2025 15:00:00 +01:00,2395.28,4208.87,1813.59
17.01.2025 16:00:00 +01:00,2230.97,4215.63,1984.66
17.01.2025 17:00:00 +01:00,2098.60,4181.58,2082.97
17.01.2025 18:00:00 +01:00,2467.57,4190.36,1722.78
17.01.2025 19:00:00 +01:00,2235.56,4190.33,1954.77
17.01.2025 20:00:00 +01:00,2210.59,4412.28,2201.69
17.01.2025 21:00:00 +01:00,2350.14,4415.32,2065.18
17.01.2025 22:00:00 +01:00,1978.47,4219.31,2240.84
17.01.2025 23:00:00 +01:00,2023.66,4426.26,2402.60
18.01.2025 00:00:00 +01:00,2107.58,4630.31,2522.72
18.01.2025 01:00:00 +01:00,1872.17,4679.39,2807.22
18.01.2025 02:00:00 +01:00,1925.84,4618.36,2692.52
18.01.2025 03:00:00 +01:00,1882.44,4584.55,2702.11
18.01.2025 04:00:00 +01:00,2347.31,4630.49,2283.18
18.01.2025 05:00:00 +01:00,2651.88,4545.16,1893.28
18.01.2025 06:00:00 +01:00,2865.36,4582.81,1717.45
18.01.2025 07:00:00 +01:00,1658.26,4610.79,2952.53
18.01.2025 08:00:00 +01:00,580.43,4633.14,4052.72
18.01.2025 09:00:00 +01:00,133.93,4901.86,4767.92
18.01.2025 10:00:00 +01:00,7.19,5635.61,5628.42
18.01.2025 11:00:00 +01:00,0.00,5926.26,5926.26
18.01.2025 12:00:00 +01:00,0.00,5896.37,5896.37
18.01.2025 13:00:00 +01:00,0.00,5686.60,5686.60
18.01.2025 14:00:00 +01:00,6.25,5788.94,5782.70
18.01.2025 15:00:00 +01:00,29.66,6075.01,6045.34
18.01.2025 16:00:00 +01:00,0.00,6434.06,6434.06
18.01.2025 17:00:00 +01:00,0.00,6046.19,6046.19
18.01.2025 18:00:00 +01:00,0.00,5335.35,5335.35
18.01.2025 19:00:00 +01:00,159.62,4923.44,4763.83
18.01.2025 20:00:00 +01:00,414.29,4786.72,4372.44
18.01.2025 21:00:00 +01:00,894.18,4749.24,3855.06
