variabel,tertil,n_kommuner,vekst_aggregert_pst,vekst_snitt_pst,andel_snitt
np_andel_hh,lav,66,4.81925995993937,5.313812199684384,0.584751031074051
np_andel_hh,midt,65,5.64552497932862,6.095796598914347,0.6803422437274372
np_andel_hh,hoy,66,5.993096321764058,5.377107657357442,0.7661880474994747
np_andel,lav,66,4.6244342000457905,4.29047026269956,0.6015263061478552
np_andel,midt,65,5.446499036801633,5.8479451117294925,0.7136001528949667
np_andel,hoy,66,6.915581480053756,6.6445457559637155,0.7901480562555256
