y,np_variabel,tids_fe,bruksareal,innt_form,innt_enhet,spot_enhet,gradtall,vekting,utvalg,N,n_kommuner,b_egd,b_spot_enhet,b_np,b_innt_enhet,r2_within,r2_overall,r2_ols_dummyer,mean_y,avvik_egd,avvik_spot,avvik_np,avvik_innt,avvik_r2,r2_variant,avvik_koef_sum,avstand
log_kwh,post_sep2025,aar,med,lineaer,1000_kr,ore_per_kwh,base17,uvektet,egd_kommunestasjon,7869,170,0.0019129145576136412,-0.0004439475095514092,0.06092395984080252,-0.0002477361222976991,0.9395603971075874,0.023072057458902395,0.9937642307851068,15.633253985393724,0.006797135586126937,0.11210498089718164,0.25883260534303504,1.103223384290708,0.0020908672222562305,r2_within,1.4809581061170516,1.4830489733393077
log_kwh,post_sep2025,aar,uten,lineaer,1000_kr,ore_per_kwh,base17,uvektet,egd_kommunestasjon,7869,170,0.0019130055905047679,-0.0004440365780261708,0.06095325096464894,-0.00025670546295307115,0.9395313930037131,0.06169486848137917,0.9937612383283502,15.633253985393724,0.006845047634088355,0.11192684394765844,0.2584762656368742,1.1069606095637796,0.0020599328111275002,r2_within,1.4842087667824007,1.4862686995935281
log_kwh_per_maler,andel_husholdning,ingen,med,lineaer,10000_kr,ore_per_kwh,base17,n_mp,alle,10047,197,0.0018669435989425525,-0.00034265500256902564,0.1294793735689473,0.0037451020278249938,0.9592344007670099,0.24002654942171675,0.9634964919310527,6.896974484878452,0.017398105819709214,0.3146899948619487,0.5751748609360985,0.5604591782604142,0.023074232899967954,r2_within,1.4677221398781706,1.4907963727781386
log_kwh,post_sep2025,aar,med,lineaer,1000_kr,ore_per_kwh,base17,uvektet,pa_entydig,6426,126,0.0019074463148095419,-0.0004232177616411981,0.062255953579582024,-0.0002199662262685024,0.9365741339981393,0.053732443044457234,0.9930622242996517,15.411857521941595,0.003919113057653611,0.1535644767176038,0.24262830195155685,1.0916525942785427,0.0010941403603463313,r2_within,1.491764486005357,1.4928586263657033
log_kwh,post_sep2025,aar,uten,lineaer,1000_kr,ore_per_kwh,base17,uvektet,pa_entydig,6426,126,0.0019074551976556774,-0.0004231366260571932,0.062254877671787764,-0.00024353055435989053,0.9365681367651676,0.06745841130281605,0.9930615682982472,15.411857521941595,0.003923788239830198,0.15372674788561366,0.24264139085416342,1.101471064316621,0.0011005367265703898,r2_within,1.5017629912962283,1.5028635280227987
log_kwh_per_maler,post_okt2025,ingen,uten,lineaer,10000_kr,ore_per_kwh,base17,uvektet,alle,10047,197,0.0018858137440503737,-0.00035065911564908223,0.08385944359095845,0.005240243812402891,0.9407928189168352,0.25925397778968706,0.9496870826982775,6.896974484878452,0.007466450499803321,0.29868176870183555,0.020187878235504372,1.1834349218345381,0.0034053102781945446,r2_within,1.5097710192716813,1.513176329549876
log_kwh_per_maler,post_sep2025,aar,med,lineaer,1000_kr,ore_per_kwh,base17,uvektet,egd_kommunestasjon,7869,170,0.0019147962724212445,-0.0004426799196161544,0.056464589832557,-0.00018271751164251735,0.9392665515908639,0.12177473502729363,0.9484307723932647,6.899626471620341,0.0077875118006549985,0.11464016076769121,0.31308284875234793,1.0761322965177156,0.0017774654339419043,r2_within,1.5116428178384096,1.5134202832723516
log_kwh_per_maler,post_sep2025,aar,uten,lineaer,1000_kr,ore_per_kwh,base17,uvektet,egd_kommunestasjon,7869,170,0.001914820211855618,-0.0004427033424568438,0.05647229268510166,-0.00018507622989630276,0.9392645089184364,0.1438392220595185,0.9484290379447506,6.899626471620341,0.007800111502956803,0.11459331508631247,0.3129891400839213,1.077115095790126,0.0017752868157384723,r2_within,1.5124976624633166,1.5142729492790552
log_kwh_per_maler,post_okt2025,ingen,med,lineaer,10000_kr,ore_per_kwh,base17,uvektet,alle,10047,197,0.0018858449908387908,-0.0003508154786178412,0.08396098030541413,0.005241408980742857,0.9407959920922315,0.282693173221062,0.9496897791906349,6.896974484878452,0.007450004821689046,0.29836904276431764,0.021423118070731554,1.1839204086428574,0.0034086946376189597,r2_within,1.5111625742995956,1.5145712689372146
log_kwh_per_maler,post_okt2025,aar,med,lineaer,1000_kr,ore_per_kwh,base17,n_mp,egd_kommunestasjon,7869,170,0.0018884700161171464,-0.0004333323696829104,0.08892796350507248,-0.0006547173019894008,0.962481536693174,0.04054068576965608,0.9662849118782504,6.899626471620341,0.006068412569922939,0.13333526063417922,0.08184870444127114,1.272798875828917,0.026537475142037175,r2_within,1.4940512534742902,1.5205887286163273
log_kwh_per_maler,post_okt2025,aar,uten,lineaer,1000_kr,ore_per_kwh,base17,n_mp,egd_kommunestasjon,7869,170,0.0018884710560409055,-0.00043333030371428685,0.08893013502962034,-0.0006574788141905707,0.9624814325450096,0.048265281708565144,0.9662848182879423,6.899626471620341,0.0060678652416286845,0.13333939257142632,0.08187512201484606,1.273949505912738,0.026537364062510272,r2_within,1.495231885740639,1.5217692498031492
log_kwh,post_sep2025,ingen,uten,lineaer,kr,ore_per_kwh,base18,n_mp,alle,10047,197,0.0018531023663085082,-0.00031595646076693654,0.07304093495051885,7.901622390349087e-07,0.9582320415597968,0.12600087692830653,0.9972669188077244,15.495846165775767,0.024682965100785166,0.3680870784661269,0.11142414902045195,0.9996707657337355,0.02200516377964677,r2_within,1.5038649583210995,1.5258701221007462
log_kwh_per_maler,post_sep2025,aar,med,lineaer,1000_kr,ore_per_kwh,base17,uvektet,pa_entydig,6426,126,0.0019092723266113316,-0.0004193926697464882,0.05806555496714928,-0.0001684002387119273,0.9365778640327332,0.1449438740836464,0.9460379429135352,6.8791870903583,0.004880171900700826,0.16121466050702365,0.2936063872609576,1.0701667661299696,0.001090162081129209,r2_within,1.5298679857986517,1.530958147879781
log_kwh_per_maler,post_sep2025,aar,uten,lineaer,1000_kr,ore_per_kwh,base17,uvektet,pa_entydig,6426,126,0.0019092751642699407,-0.0004193667506790012,0.058065211264357514,-0.0001759279519536631,0.9365772409051838,0.15436812431000146,0.946037412732016,6.8791870903583,0.004881665405231971,0.16126649864199766,0.2936105685601275,1.0733033133140264,0.001090826679624781,r2_within,1.5330620459213835,1.5341528726010083
log_kwh,post_sep2025,ingen,med,lineaer,kr,ore_per_kwh,base18,n_mp,alle,10047,197,0.0018529571948377413,-0.00031662769933057044,0.0722287216138036,7.745721486468635e-07,0.9582822830183411,0.062057232833570675,0.9972702063513476,15.495846165775767,0.024759371138030874,0.3667446013388591,0.12130508985640383,0.9996772616047305,0.022058748953008824,r2_within,1.5124863239380244,1.5345450728910333
log_kwh,post_sep2025,aar,med,lineaer,1000_kr,ore_per_kwh,base18,uvektet,alle,10047,197,0.0018868396754544328,-0.0004040981622449198,0.059234790650369365,-0.00015870722247461326,0.9404000721345358,0.0672937394345694,0.9936435695129684,15.495846165775767,0.0069264866029301025,0.19180367551016045,0.27938210887628506,1.066128009364422,0.00298642505816533,r2_within,1.5442402803537978,1.547226705411963
log_kwh,post_sep2025,aar,uten,lineaer,1000_kr,ore_per_kwh,base18,uvektet,alle,10047,197,0.0018868419795283475,-0.00040401985131673595,0.0592340452308882,-0.00016567477557066784,0.9403980913798824,0.07614728417726901,0.9936433582622217,15.495846165775767,0.0069252739324486634,0.19196029736652812,0.27939117723980283,1.0690311564877784,0.0029843124785435215,r2_within,1.547307905026558,1.5502922175051015
log_kwh_per_maler,post_okt2025,aar,uten,lineaer,10000_kr,ore_per_kwh,base17,uvektet,alle,10047,197,0.0018977332203887894,-0.00042440778939055045,0.08771997472057816,-0.0007851553352780241,0.9420326010842713,0.1618102295424625,0.950740621416406,6.896974484878452,0.0011930419006371358,0.15118442121889913,0.06715297713598739,1.3271480563658433,0.00472760354551125,r2_within,1.546678496621367,1.5514061001668782
log_kwh,post_sep2025,ingen,uten,lineaer,1000_kr,kr_per_mwh,base17,uvektet,alle,10047,197,0.0018966299389868418,-3.5225581359186413e-05,0.08150628683681135,0.0009241329780005018,0.9401653186865168,0.15058443041745684,0.9936185326710231,15.495846165775767,0.0017737163227148525,0.9295488372816272,0.00843933288550659,0.6149445924997908,0.002736048087155259,r2_within,1.5547064789896394,1.5574425270767946
log_kwh_per_maler,post_sep2025,ingen,med,lineaer,10000_kr,kr_per_mwh,base17,n_mp,egd_kommunestasjon,7869,170,0.0018836472610998538,-3.366779721960317e-05,0.06487368338181958,0.0033169082113051114,0.96025088569493,0.16538446869076406,0.9642803896151816,6.899626471620341,0.008606704684287486,0.9326644055607937,0.2107824406104674,0.3820450880437965,0.024158367848688155,r2_within,1.534098638899345,1.558257006748033
log_kwh,post_sep2025,ingen,med,lineaer,1000_kr,kr_per_mwh,base17,uvektet,pa_entydig,6426,126,0.001900639618105173,-3.6147668493315104e-05,0.07985620593627368,0.0009605548488041081,0.9354164123216013,0.13099615116403585,0.9929355880576646,15.411857521941595,0.0003366411079857504,0.9277046630133697,0.028513309777692362,0.5997688129982882,0.0023289117730361107,r2_within,1.556323426897336,1.5586523386703721
log_kwh,post_sep2025,ingen,med,lineaer,1000_kr,kr_per_mwh,base17,uvektet,alle,10047,197,0.001896554088760408,-3.520110405651802e-05,0.08135399814470355,0.0009239111272293368,0.9401744264629045,0.13136519425880944,0.9936195040303781,15.495846165775767,0.0018136374945220807,0.929597791886964,0.010291993373436056,0.6150370303211097,0.00274576201248348,r2_within,1.5567404530760318,1.5594862150885154
log_kwh,post_sep2025,ingen,uten,lineaer,1000_kr,kr_per_mwh,base17,uvektet,pa_entydig,6426,126,0.0019007872069754528,-3.627042198994218e-05,0.07996397099810101,0.0009550466961249577,0.9353998496518948,0.15481664896158986,0.9929337763663995,15.411857521941595,0.0004143194607646099,0.9274591560201157,0.02720229929317496,0.6020638766146009,0.00234657673646029,r2_within,1.5571396513886562,1.5594862281251165
log_kwh_per_maler,post_sep2025,aar,uten,lineaer,1000_kr,ore_per_kwh,base17,n_mp,alle,10047,197,0.0018910257014901025,-0.00041551895546450794,0.06646813213812691,-0.0004158940572956375,0.959947104258764,0.09121073664991364,0.9641346814376834,6.896974484878452,0.004723315005209206,0.16896208907098414,0.19138525379407645,1.173289190539849,0.02383436887666805,r2_within,1.5383598484101189,1.5621942172867869
log_kwh_per_maler,post_sep2025,ingen,uten,lineaer,kr,ore_per_kwh,base17,n_mp,egd_kommunestasjon,7869,170,0.0018837051173382858,-0.00033654440473414093,0.06511070579259574,3.362141185180552e-07,0.9602464761643325,0.21451724781633041,0.9642764270938102,6.899626471620341,0.00857625403248113,0.32691119053171813,0.20789895629445562,0.9998599107839508,0.024153664851037183,r2_within,1.5432463116426056,1.5673999764936428
log_kwh_per_maler,post_sep2025,aar,med,lineaer,1000_kr,ore_per_kwh,base17,n_mp,alle,10047,197,0.0018910264842709288,-0.0004154120081320548,0.06646760194597927,-0.00043308983494267045,0.9599501857987466,0.12780403082929082,0.9641374407990503,6.896974484878452,0.004722903015300643,0.1691759837358904,0.1913917038202035,1.1804540978927793,0.023837655502076144,r2_within,1.545744688464174,1.56958234396625
log_kwh_per_maler,post_sep2025,ingen,med,lineaer,kr,ore_per_kwh,base17,n_mp,egd_kommunestasjon,7869,170,0.0018836472610998538,-0.0003366779721960317,0.06487368338181958,3.3169082113051114e-07,0.96025088569493,0.16538446869076406,0.9642803896151816,6.899626471620341,0.008606704684287486,0.32664405560793663,0.2107824406104674,0.9998617954911957,0.024158367848688155,r2_within,1.545894996393887,1.5700533642425751
log_kwh_per_maler,post_sep2025,ingen,uten,lineaer,10000_kr,kr_per_mwh,base17,n_mp,egd_kommunestasjon,7869,170,0.0018837051173382858,-3.365444047341409e-05,0.06511070579259574,0.0033621411851805522,0.9602464761643325,0.21451724781633041,0.9642764270938102,6.899626471620341,0.00857625403248113,0.9326911190531718,0.20789895629445562,0.4008921604918969,0.024153664851037183,r2_within,1.5500584898720053,1.5742121547230425
log_kwh_per_maler,post_okt2025,ingen,uten,lineaer,10000_kr,ore_per_kwh,base17,uvektet,pa_entydig,6426,126,0.0018899634523735888,-0.0003563623295743862,0.08345003321521136,0.005455540387424303,0.9363079010254899,0.26712505670031317,0.9458082477292604,6.8791870903583,0.005282393487584829,0.2872753408512276,0.01520721673006521,1.2731418280934597,0.0013780919096737447,r2_within,1.5809067791623372,1.582284871072011
log_kwh_per_maler,post_sep2025,ingen,uten,lineaer,kr,ore_per_kwh,base17,n_mp,pa_entydig,6426,126,0.001874501363317854,-0.00033441387004960586,0.06440079685866058,3.5531045284967635e-07,0.9587546605609384,0.2194459697663016,0.9627326255103316,6.8791870903583,0.013420335095866267,0.3311722599007883,0.21653531802116074,0.9998519539779793,0.02256256459144454,r2_within,1.5609798669957946,1.583542431587239
log_kwh,post_sep2025,ingen,uten,lineaer,1000_kr,kr_per_mwh,base18,uvektet,alle,10047,197,0.0018794521265273875,-3.37864764536342e-05,0.07893007805337897,0.0009590296654013545,0.9390883715567846,0.1589470740067931,0.9935036744855601,15.495846165775767,0.010814670248743411,0.9324270470927316,0.039780072343321496,0.600404306082769,0.001587427001690067,r2_within,1.5834260957675654,1.5850135227692554
log_kwh_per_maler,post_sep2025,ingen,med,lineaer,kr,ore_per_kwh,base17,n_mp,pa_entydig,6426,126,0.0018744007491730812,-0.0003342643111825121,0.06417219123503065,3.529203593880439e-07,0.9587672043739518,0.14150707488922676,0.9627439595176025,6.8791870903583,0.01347328990890461,0.33147137763497586,0.2193164083329604,0.999852949850255,0.022575943231603893,r2_within,1.564114025727096,1.5866899689587
log_kwh,post_sep2025,ingen,med,lineaer,1000_kr,kr_per_mwh,base18,uvektet,alle,10047,197,0.0018793765394259747,-3.376191184713608e-05,0.07877697866698787,0.0009588050609823422,0.9390975887303632,0.1397077409475267,0.9935046575123059,15.495846165775767,0.010854452933697533,0.9324761763057278,0.041642595292118376,0.6004978912573574,0.0015972576049095653,r2_within,1.5854711157889012,1.5870683733938107
log_kwh_per_maler,post_okt2025,ingen,med,lineaer,10000_kr,ore_per_kwh,base17,uvektet,pa_entydig,6426,126,0.0018899322578097867,-0.00035605341846056893,0.0834169670350829,0.0054692207954987,0.9363089095119497,0.2549095714096673,0.9458091057893538,6.8791870903583,0.0052988116790596085,0.28789316307886215,0.014804951764998884,1.2788419981244585,0.0013770163055144167,r2_within,1.5868389246473793,1.5882159409528938
log_kwh_per_maler,post_okt2025,aar,med,lineaer,10000_kr,ore_per_kwh,base17,uvektet,alle,10047,197,0.0018977362498576523,-0.00042429613732625346,0.08771822424773097,-0.0008841479096961952,0.942036673538498,0.18864691728686733,0.950744082095482,6.896974484878452,0.0011914474433409065,0.1514077253474931,0.06713168184587563,1.3683949623734146,0.0047319470333809415,r2_within,1.5881258170101242,1.592857764043505
log_kwh_per_maler,post_sep2025,ingen,med,lineaer,kr,ore_per_kwh,base17,n_mp,alle,10047,197,0.0018780615221863344,-0.00032687295936481044,0.06424699077869872,3.903926936769554e-07,0.9586518424224139,0.22527452727346264,0.962974840743956,6.896974484878452,0.011546567270350305,0.34625408127037915,0.218406438215344,0.9998373363776346,0.022452903607523323,r2_within,1.576044423133708,1.5984973267412315
log_kwh_per_maler,post_sep2025,ingen,uten,lineaer,kr,ore_per_kwh,base17,n_mp,alle,10047,197,0.0018780610364817901,-0.00032687513453818,0.06424434712693665,3.903419715418573e-07,0.9586518418809059,0.22478713925982774,0.9629748402590634,6.896974484878452,0.011546822904320984,0.34624973092364003,0.2184385994289945,0.9998373575118576,0.02245290302997645,r2_within,1.5760725107688132,1.5985254137987897
log_kwh_per_maler,post_okt2025,aar,med,lineaer,1000_kr,ore_per_kwh,base17,n_mp,pa_entydig,6426,126,0.0018783421262585293,-0.00042703949138862146,0.0876398306588783,-0.0008786911257898241,0.96092811200354,-0.009216202266245421,0.9646964553623374,6.8791870903583,0.011398880916563516,0.1459210172227571,0.06617798855083097,1.3661213024124268,0.02488066553278585,r2_within,1.5896191891025784,1.6144998546353642
log_kwh_per_maler,post_okt2025,aar,uten,lineaer,1000_kr,ore_per_kwh,base17,n_mp,pa_entydig,6426,126,0.0018783445876422427,-0.000427020575935222,0.08763918826614023,-0.0008922269536332615,0.9609270860401675,0.013368434282020725,0.9646955283494497,6.8791870903583,0.011397585451451208,0.145958848129556,0.06617017355401743,1.3717612306805258,0.024879571288574587,r2_within,1.5952878378155504,1.620167409104125
log_kwh,post_sep2025,ingen,med,lineaer,1000_kr,kr_per_mwh,base17,uvektet,egd_kommunestasjon,7869,170,0.001902925432320052,-3.686154711156341e-05,0.08515049337811297,0.000825444956462546,0.9380405632823847,0.10109459030830803,0.9936074241132327,15.633253985393724,0.001539701221079954,0.9262769057768732,0.03589408002570523,0.6560646014739391,0.00046988404691204315,r2_within,1.6197752884975976,1.6202451725445095
log_kwh,post_sep2025,ingen,uten,lineaer,1000_kr,kr_per_mwh,base17,uvektet,egd_kommunestasjon,7869,170,0.0019031611557527252,-3.6899874907858835e-05,0.08543122192644755,0.0008279278304220859,0.9380072483906219,0.14149518742079226,0.9936039868971275,15.633253985393724,0.0016637661856448295,0.9262002501842823,0.039309269178194044,0.6550300706574642,0.0004343519524550927,r2_within,1.6222033562055853,1.6226377081580403
log_kwh,post_sep2025,aar,med,lineaer,1000_kr,ore_per_kwh,base17,n_mp,alle,10047,197,0.001888808004798968,-0.00041846333192282467,0.0715894592248529,-0.0007221303334443498,0.9600088907882333,-0.016727484196583875,0.9973831867171246,15.495846165775767,0.0058905237900168765,0.16307333615435068,0.12908200456383334,1.3008876389351458,0.023900267478917738,r2_within,1.5989335034433467,1.6228337709222644
log_kwh_per_maler,post_okt2025,ingen,uten,lineaer,10000_kr,kr_per_mwh,base17,n_mp,alle,10047,197,0.001867984087265524,-3.387877689793268e-05,0.07454556631761435,0.0037409209478934313,0.9591955578455058,0.2210254836845914,0.9634617100825033,6.896974484878452,0.016850480386566277,0.9322424462041347,0.09311963117257482,0.5587170616222632,0.023032804869353475,r2_within,1.600929619385539,1.6239624242548925
log_kwh_per_maler,post_okt2025,ingen,med,lineaer,10000_kr,kr_per_mwh,base17,n_mp,alle,10047,197,0.0018679876668041466,-3.3873451901471605e-05,0.07462227962227348,0.0037545107911365855,0.9591959411683035,0.2339740968643439,0.9634620533284534,6.896974484878452,0.016848596418870203,0.9322530961970568,0.0921863792910768,0.5643794963069108,0.02303321370339542,r2_within,1.6056675682139145,1.62870078191731
log_kwh,post_sep2025,aar,uten,lineaer,1000_kr,ore_per_kwh,base17,n_mp,alle,10047,197,0.0018888096542118852,-0.00041823798108924735,0.07158834204652144,-0.0007583638956836213,0.9599954438295094,0.015556822563074113,0.9973823068170443,15.495846165775767,0.005889655677955177,0.16352403782150532,0.12909559554110167,1.3159849565348423,0.023885925586080867,r2_within,1.6144942455754046,1.6383801711614854
log_kwh,post_okt2025,aar,med,lineaer,1000_kr,ore_per_kwh,base18,n_mp,alle,10047,197,0.0018556183868763023,-0.00040206827139144843,0.09101353844487219,-0.0007023792565849948,0.9605543906009859,-0.009453230888989639,0.9974188814298732,15.495846165775767,0.023358743749314563,0.19586345721710316,0.10722066234637702,1.2926580235770813,0.024482071886717065,r2_within,1.619100886889876,1.643582958776593
log_kwh,post_okt2025,mnd,uten,lineaer,1000_kr,ore_per_kwh,base17,uvektet,egd_kommunestasjon,7869,170,0.001087608926293618,-0.0002572597694944902,0.07386422715127579,0.0009384756356908751,0.9614149925322978,0.09257841100152442,0.9960190472768026,15.633253985393724,0.4275742493191484,0.48548046101101966,0.1014084288165962,0.608968485128802,0.02539994937318451,r2_within,1.6234316242755662,1.6488315736487507
log_kwh,post_okt2025,mnd,uten,lineaer,1000_kr,ore_per_kwh,base17,uvektet,pa_entydig,6426,126,0.00107584820122671,-0.0002532445500139458,0.07102052912493313,0.0010445620611106202,0.957843830165011,0.10226606574104857,0.9953887890045937,15.411857521941595,0.43376410461752113,0.4935108999721084,0.13600329531711514,0.5647658078705748,0.0215911157903274,r2_within,1.6280441077773196,1.649635223567647
log_kwh_per_maler,post_sep2025,aar,med,lineaer,1000_kr,ore_per_kwh,base17,n_mp,egd_kommunestasjon,7869,170,0.001897427254204105,-0.0004293894888146052,0.06501850693148815,-0.0006556654136461259,0.9616514124648002,0.04059744366410811,0.9655389401873862,6.899626471620341,0.0013540767346816001,0.14122102237078965,0.20902059694053335,1.2731939223525524,0.025652103738054873,r2_within,1.624789618398557,1.6504417221366119
log_kwh_per_maler,post_sep2025,aar,uten,lineaer,1000_kr,ore_per_kwh,base17,n_mp,egd_kommunestasjon,7869,170,0.0018974285816192758,-0.00042938721743464786,0.06502076858256126,-0.0006586647325054687,0.9616512896060984,0.048985596178326984,0.9655388297832919,6.899626471620341,0.0013533780951180015,0.1412255651307043,0.20899308293721094,1.2744436385439453,0.025651972702749968,r2_within,1.6260156647069786,1.6516676374097286
log_kwh,post_okt2025,aar,med,lineaer,1000_kr,ore_per_kwh,base17,n_mp,alle,10047,197,0.0018794499966892856,-0.0004222368326461383,0.09537575392372462,-0.0007237652884991948,0.9608556339295488,-0.017327845130003405,0.9974385932498027,15.495846165775767,0.010815791216165459,0.15552633470772345,0.1602889771742655,1.301568870207998,0.024803363832709865,r2_within,1.6281999733061523,1.6530033371388622
log_kwh,post_okt2025,mnd,med,lineaer,1000_kr,ore_per_kwh,base17,uvektet,pa_entydig,6426,126,0.0010749948186058974,-0.000250738194652854,0.07074885376052552,0.001054269259346658,0.9578829170535181,0.06444647467915243,0.995393064485283,15.411857521941595,0.4342132533653172,0.49852361069429196,0.13930834841209827,0.5607211419388926,0.021632804024656727,r2_within,1.6327663544106001,1.6543991584352569
log_kwh,post_okt2025,mnd,med,lineaer,1000_kr,ore_per_kwh,base17,uvektet,egd_kommunestasjon,7869,170,0.0010875063175853925,-0.0002566839950115618,0.07351528858658134,0.0009366991913777028,0.9614452289985093,0.05306850315878053,0.9960221668807733,15.633253985393724,0.42762825390242504,0.4866320099768764,0.10565342352090826,0.6097086702592904,0.02543219816393907,r2_within,1.6296223576595001,1.6550545558234393
log_kwh,post_okt2025,aar,uten,lineaer,1000_kr,ore_per_kwh,base18,n_mp,alle,10047,197,0.0018556208372272804,-0.00040184681020460125,0.09101117896106,-0.0007380254138802978,0.9605413759824072,0.022194498308975352,0.9974180298199169,15.495846165775767,0.02335745409090503,0.19630637959079753,0.10719195816374695,1.3075105891167909,0.024468191107516208,r2_within,1.6343663809622404,1.6588345720697566
log_kwh_per_maler,post_sep2025,ingen,med,lineaer,10000_kr,kr_per_mwh,base17,n_mp,pa_entydig,6426,126,0.0018744007491730812,-3.342643111825121e-05,0.06417219123503065,0.003529203593880439,0.9587672043739518,0.14150707488922676,0.9627439595176025,6.8791870903583,0.01347328990890461,0.9331471377634976,0.2193164083329604,0.47050149745018305,0.022575943231603893,r2_within,1.6364383334555457,1.6590142766871496
log_kwh_per_maler,andel_privat,ingen,med,lineaer,10000_kr,ore_per_kwh,base17,uvektet,egd_kommunestasjon,7869,170,0.001889572850484129,-0.0003783236342983638,0.14424700587252806,0.00397945134046619,0.9393219085499681,0.2316059308455507,0.9484777764033849,6.899626471620341,0.005487973429405767,0.24335273140327243,0.7548297551402442,0.658104725194246,0.0018365065592663404,r2_within,1.6617751851671685,1.6636116917264347
log_kwh,post_okt2025,mnd,uten,lineaer,1000_kr,ore_per_kwh,base17,uvektet,alle,10047,197,0.0011067974216445323,-0.00024220039574124932,0.07196168434041561,0.0010079051460076087,0.9623015667558155,0.10201430530243927,0.9959793999931078,15.495846165775767,0.41747504123971985,0.5155992085175014,0.12455371848642804,0.5800395224968297,0.026345527683250294,r2_within,1.637667490740479,1.6640130184237292
log_kwh_per_maler,andel_privat,ingen,uten,lineaer,10000_kr,ore_per_kwh,base17,uvektet,egd_kommunestasjon,7869,170,0.0018895846615424386,-0.0003783596997030215,0.14428728171251248,0.003980948423290663,0.9393217474718522,0.23753679100894332,0.9484776396307458,6.899626471620341,0.005481757082927054,0.24328060059395706,0.7553197288626824,0.658728509704443,0.0018363347609344754,r2_within,1.6628105962440096,1.664646931004944
log_kwh_per_maler,post_sep2025,ingen,uten,lineaer,10000_kr,kr_per_mwh,base17,n_mp,pa_entydig,6426,126,0.001874501363317854,-3.344138700496058e-05,0.06440079685866058,0.0035531045284967634,0.9587546605609384,0.2194459697663016,0.9627326255103316,6.8791870903583,0.013420335095866267,0.9331172259900788,0.21653531802116074,0.48046022020698487,0.02256256459144454,r2_within,1.6435330993140909,1.6660956639055353
log_kwh,post_okt2025,aar,uten,lineaer,1000_kr,ore_per_kwh,base17,n_mp,alle,10047,197,0.0018794519206533128,-0.000422010690501019,0.0953734244179607,-0.0007600964019242087,0.9608421144283298,0.015052701575499983,0.9974377086029133,15.495846165775767,0.010814778603519586,0.15597861899796203,0.16026063768808652,1.316706834135087,0.024788944569464375,r2_within,1.643760869424655,1.6685498139941195
log_kwh,post_okt2025,mnd,med,lineaer,1000_kr,ore_per_kwh,base17,uvektet,alle,10047,197,0.0011063885099548564,-0.00024150070725393574,0.0716580150550681,0.0010082047451364466,0.9623228977876899,0.07169841536539245,0.9959816749827962,15.495846165775767,0.4176902579184966,0.5169985854921286,0.12824799203080173,0.5799146895264805,0.026368278357177772,r2_within,1.6428515249679077,1.6692198033250853
log_kwh,post_okt2025,ingen,med,lineaer,1000_kr,kr_per_mwh,base17,uvektet,pa_entydig,6426,126,0.0018881104582653626,-3.7780245054021204e-05,0.09375170129784043,0.0009325669225801735,0.936267609408026,0.1305190137143366,0.993028695410148,15.411857521941595,0.006257653544545976,0.9244395098919577,0.14053164595912934,0.6114304489249277,0.0014210650511667945,r2_within,1.6826592583205606,1.6840803233717274
log_kwh,post_okt2025,ingen,uten,lineaer,1000_kr,kr_per_mwh,base17,uvektet,pa_entydig,6426,126,0.0018882257010527908,-3.789436679026199e-05,0.09387385844008365,0.0009275129382717419,0.9362540908700602,0.1520548758093273,0.9930272166982264,15.411857521941595,0.006196999445899581,0.924211266419476,0.1420177425800932,0.6135362757201075,0.0014354832870518506,r2_within,1.6859622841655764,1.6873977674526282
log_kwh,post_okt2025,ingen,med,lineaer,1000_kr,kr_per_mwh,base18,n_mp,alle,10047,197,0.0018419046174586752,-3.298811498153785e-05,0.08375530946237494,0.0007582065933368022,0.9589437036240238,0.06621563959145982,0.9973134863268379,15.495846165775767,0.030576517127013036,0.9340237700369243,0.018921039688259717,0.6840805861096657,0.022764189018796743,r2_within,1.6676019129618629,1.6903661019806597
log_kwh,post_okt2025,ingen,uten,lineaer,1000_kr,kr_per_mwh,base18,n_mp,alle,10047,197,0.0018419406342068021,-3.2932221841508206e-05,0.084559331190539,0.0007724497363111067,0.9589023292274905,0.12421669387600454,0.9973107789983203,15.495846165775767,0.030557560943788357,0.9341355563169835,0.02870232591896603,0.6781459432037055,0.022720061036146048,r2_within,1.6715413863834434,1.6942614474195894
log_kwh,post_okt2025,ingen,med,lineaer,1000_kr,kr_per_mwh,base18,uvektet,alle,10047,197,0.001866758752421601,-3.547108942042134e-05,0.0931629717928458,0.0009289216402888888,0.9400281273034725,0.13976360462793513,0.9936039009840232,15.495846165775767,0.01749539346231527,0.9290578211591574,0.13336948653097086,0.6129493165462963,0.002589726219573941,r2_within,1.6928720176987397,1.6954617439183137
log_kwh,post_okt2025,ingen,uten,lineaer,1000_kr,kr_per_mwh,base18,uvektet,alle,10047,197,0.00186680362709645,-3.549367876325017e-05,0.09330977990591391,0.0009290908267798522,0.9400216094372269,0.15595570032352546,0.9936032058428511,15.495846165775767,0.0174717752123947,0.9290126424734996,0.13515547330795516,0.6128788221750616,0.002582774570421195,r2_within,1.694518713168911,1.6971014877393322
