maned,dose_n_mp
2025-10,0.2312941964979613
2025-11,0.4835899355719727
2025-12,0.6517307503144917
2026-01,0.7900477865783004
2026-02,0.895192885435777
2026-03,0.9545950018075818
2026-04,0.9878313333529597
