modell,nullverdi,p_wcr,akseptert_5pst
D7_g_B999,0.03161481416916574,0.559,1
D7_g_B999,0.031621835708994295,0.557,1
D7_g_B999,0.031628857248822854,0.556,1
D7_g_B999,0.031635878788651414,0.555,1
D7_g_B999,0.03164290032847997,0.554,1
D7_g_B999,0.03164992186830853,0.554,1
D7_g_B999,0.031656943408137087,0.554,1
D7_g_B999,0.03166396494796564,0.554,1
D7_g_B999,0.0316709864877942,0.554,1
D7_g_B999,0.03167800802762276,0.552,1
D7_g_B999,0.03168502956745131,0.551,1
D7_g_B999,0.03169205110727987,0.551,1
D7_g_B999,0.03169907264710843,0.55,1
D7_g_B999,0.031706094186936984,0.549,1
D7_g_B999,0.031713115726765544,0.547,1
D7_g_B999,0.0317201372665941,0.547,1
D7_g_B999,0.031727158806422656,0.546,1
D7_g_B999,0.031734180346251216,0.544,1
D7_g_B999,0.031741201886079776,0.544,1
D7_g_B999,0.03174822342590833,0.542,1
D7_g_B999,0.03175524496573689,0.541,1
D7_g_B999,0.03176226650556545,0.541,1
D7_g_B999,0.031769288045394,0.541,1
D7_g_B999,0.03177630958522256,0.541,1
D7_g_B999,0.03178333112505112,0.538,1
D7_g_B999,0.03179035266487967,0.537,1
D7_g_B999,0.03179737420470823,0.537,1
D7_g_B999,0.03180439574453679,0.535,1
D7_g_B999,0.031811417284365345,0.535,1
D7_g_B999,0.031818438824193905,0.533,1
D7_g_B999,0.031825460364022465,0.531,1
D7_g_B999,0.03183248190385102,0.527,1
D7_g_B999,0.031839503443679584,0.527,1
D7_g_B999,0.03184652498350814,0.525,1
D7_g_B999,0.03185354652333669,0.525,1
D7_g_B999,0.03186056806316526,0.523,1
D7_g_B999,0.03186758960299381,0.521,1
D7_g_B999,0.03187461114282236,0.518,1
D7_g_B999,0.03188163268265093,0.518,1
D7_g_B999,0.03188865422247948,0.514,1
D7_g_B999,0.031895675762308034,0.513,1
D7_g_B999,0.0319026973021366,0.51,1
D7_g_B999,0.031909718841965154,0.507,1
D7_g_B999,0.03191674038179371,0.506,1
D7_g_B999,0.03192376192162227,0.504,1
D7_g_B999,0.031930783461450826,0.502,1
D7_g_B999,0.03193780500127938,0.5,1
D7_g_B999,0.031944826541107946,0.499,1
D7_g_B999,0.0319518480809365,0.498,1
D7_g_B999,0.03195886962076505,0.498,1
D7_g_B999,0.03196589116059362,0.496,1
D7_g_B999,0.03197291270042217,0.494,1
D7_g_B999,0.031979934240250724,0.492,1
D7_g_B999,0.03198695578007929,0.49,1
D7_g_B999,0.03199397731990784,0.489,1
D7_g_B999,0.032000998859736396,0.488,1
D7_g_B999,0.03200802039956496,0.482,1
D7_g_B999,0.032015041939393515,0.481,1
D7_g_B999,0.032022063479222075,0.479,1
D7_g_B999,0.032029085019050635,0.475,1
D7_g_B999,0.03203610655887919,0.474,1
D7_g_B999,0.03204312809870775,0.474,1
D7_g_B999,0.03205014963853631,0.472,1
D7_g_B999,0.03205717117836486,0.47,1
D7_g_B999,0.03206419271819342,0.469,1
D7_g_B999,0.03207121425802198,0.469,1
D7_g_B999,0.03207823579785053,0.467,1
D7_g_B999,0.03208525733767909,0.466,1
D7_g_B999,0.03209227887750765,0.463,1
D7_g_B999,0.032099300417336205,0.462,1
D7_g_B999,0.032106321957164764,0.46,1
D7_g_B999,0.032113343496993324,0.456,1
D7_g_B999,0.03212036503682188,0.454,1
D7_g_B999,0.03212738657665044,0.453,1
D7_g_B999,0.032134408116478996,0.453,1
D7_g_B999,0.03214142965630755,0.452,1
D7_g_B999,0.03214845119613611,0.451,1
D7_g_B999,0.03215547273596467,0.451,1
D7_g_B999,0.03216249427579322,0.45,1
D7_g_B999,0.03216951581562178,0.45,1
D7_g_B999,0.03217653735545034,0.449,1
D7_g_B999,0.032183558895278894,0.448,1
D7_g_B999,0.03219058043510745,0.448,1
D7_g_B999,0.03219760197493601,0.446,1
D7_g_B999,0.032204623514764566,0.446,1
D7_g_B999,0.032211645054593126,0.444,1
D7_g_B999,0.032218666594421685,0.443,1
D7_g_B999,0.03222568813425024,0.443,1
D7_g_B999,0.0322327096740788,0.44,1
D7_g_B999,0.03223973121390736,0.437,1
D7_g_B999,0.03224675275373591,0.436,1
D7_g_B999,0.03225377429356447,0.436,1
D7_g_B999,0.03226079583339303,0.436,1
D7_g_B999,0.03226781737322158,0.435,1
D7_g_B999,0.03227483891305014,0.433,1
D7_g_B999,0.0322818604528787,0.432,1
D7_g_B999,0.032288881992707255,0.43,1
D7_g_B999,0.032295903532535815,0.43,1
D7_g_B999,0.032302925072364375,0.43,1
D7_g_B999,0.03230994661219293,0.427,1
D7_g_B999,0.03231696815202149,0.423,1
D7_g_B999,0.03232398969185005,0.42,1
D7_g_B999,0.0323310112316786,0.419,1
D7_g_B999,0.03233803277150716,0.418,1
D7_g_B999,0.03234505431133572,0.417,1
D7_g_B999,0.03235207585116427,0.415,1
D7_g_B999,0.03235909739099283,0.412,1
D7_g_B999,0.03236611893082139,0.409,1
D7_g_B999,0.032373140470649944,0.408,1
D7_g_B999,0.032380162010478504,0.406,1
D7_g_B999,0.032387183550307064,0.406,1
D7_g_B999,0.03239420509013562,0.403,1
D7_g_B999,0.032401226629964176,0.401,1
D7_g_B999,0.032408248169792736,0.401,1
D7_g_B999,0.03241526970962129,0.399,1
D7_g_B999,0.03242229124944985,0.397,1
D7_g_B999,0.03242931278927841,0.395,1
D7_g_B999,0.03243633432910696,0.394,1
D7_g_B999,0.03244335586893552,0.393,1
D7_g_B999,0.03245037740876408,0.392,1
D7_g_B999,0.03245739894859263,0.39,1
D7_g_B999,0.03246442048842119,0.389,1
D7_g_B999,0.03247144202824975,0.389,1
D7_g_B999,0.032478463568078306,0.388,1
D7_g_B999,0.032485485107906865,0.386,1
D7_g_B999,0.032492506647735425,0.386,1
D7_g_B999,0.03249952818756398,0.386,1
D7_g_B999,0.03250654972739254,0.385,1
D7_g_B999,0.0325135712672211,0.385,1
D7_g_B999,0.03252059280704965,0.385,1
D7_g_B999,0.03252761434687821,0.385,1
D7_g_B999,0.03253463588670677,0.384,1
D7_g_B999,0.03254165742653532,0.38,1
D7_g_B999,0.03254867896636389,0.38,1
D7_g_B999,0.03255570050619244,0.38,1
D7_g_B999,0.032562722046020995,0.379,1
D7_g_B999,0.03256974358584956,0.378,1
D7_g_B999,0.032576765125678114,0.378,1
D7_g_B999,0.03258378666550667,0.376,1
D7_g_B999,0.032590808205335234,0.375,1
D7_g_B999,0.03259782974516379,0.372,1
D7_g_B999,0.03260485128499234,0.369,1
D7_g_B999,0.032611872824820906,0.368,1
D7_g_B999,0.03261889436464946,0.367,1
D7_g_B999,0.03262591590447801,0.366,1
D7_g_B999,0.03263293744430658,0.366,1
D7_g_B999,0.03263995898413513,0.366,1
D7_g_B999,0.032646980523963684,0.364,1
D7_g_B999,0.03265400206379225,0.364,1
D7_g_B999,0.032661023603620803,0.363,1
D7_g_B999,0.032668045143449356,0.361,1
D7_g_B999,0.03267506668327792,0.359,1
D7_g_B999,0.032682088223106476,0.359,1
D7_g_B999,0.03268910976293503,0.358,1
D7_g_B999,0.032696131302763595,0.358,1
D7_g_B999,0.03270315284259215,0.358,1
D7_g_B999,0.0327101743824207,0.358,1
D7_g_B999,0.03271719592224927,0.357,1
D7_g_B999,0.03272421746207782,0.355,1
D7_g_B999,0.03273123900190638,0.355,1
D7_g_B999,0.03273826054173494,0.354,1
D7_g_B999,0.03274528208156349,0.354,1
D7_g_B999,0.03275230362139205,0.352,1
D7_g_B999,0.03275932516122061,0.35,1
D7_g_B999,0.032766346701049165,0.35,1
D7_g_B999,0.032773368240877725,0.35,1
D7_g_B999,0.032780389780706284,0.35,1
D7_g_B999,0.03278741132053484,0.35,1
D7_g_B999,0.0327944328603634,0.349,1
D7_g_B999,0.03280145440019196,0.349,1
D7_g_B999,0.03280847594002051,0.348,1
D7_g_B999,0.03281549747984907,0.346,1
D7_g_B999,0.03282251901967763,0.346,1
D7_g_B999,0.03282954055950618,0.345,1
D7_g_B999,0.03283656209933474,0.344,1
D7_g_B999,0.0328435836391633,0.343,1
D7_g_B999,0.032850605178991854,0.342,1
D7_g_B999,0.032857626718820414,0.341,1
D7_g_B999,0.032864648258648974,0.341,1
D7_g_B999,0.032871669798477526,0.339,1
D7_g_B999,0.032878691338306086,0.338,1
D7_g_B999,0.032885712878134646,0.338,1
D7_g_B999,0.0328927344179632,0.336,1
D7_g_B999,0.03289975595779176,0.336,1
D7_g_B999,0.03290677749762032,0.336,1
D7_g_B999,0.03291379903744887,0.336,1
D7_g_B999,0.03292082057727743,0.335,1
D7_g_B999,0.03292784211710599,0.335,1
D7_g_B999,0.03293486365693454,0.334,1
D7_g_B999,0.0329418851967631,0.334,1
D7_g_B999,0.03294890673659166,0.333,1
D7_g_B999,0.032955928276420215,0.332,1
D7_g_B999,0.032962949816248775,0.331,1
D7_g_B999,0.032969971356077335,0.329,1
D7_g_B999,0.03297699289590589,0.326,1
D7_g_B999,0.03298401443573445,0.326,1
D7_g_B999,0.03299103597556301,0.326,1
D7_g_B999,0.03299805751539156,0.326,1
D7_g_B999,0.03300507905522012,0.325,1
D7_g_B999,0.03301210059504868,0.325,1
D7_g_B999,0.03301912213487723,0.324,1
D7_g_B999,0.03302614367470579,0.324,1
D7_g_B999,0.03303316521453435,0.323,1
D7_g_B999,0.033040186754362905,0.322,1
D7_g_B999,0.033047208294191464,0.321,1
D7_g_B999,0.033054229834020024,0.321,1
D7_g_B999,0.03306125137384858,0.321,1
D7_g_B999,0.03306827291367714,0.319,1
D7_g_B999,0.033075294453505696,0.316,1
D7_g_B999,0.03308231599333425,0.316,1
D7_g_B999,0.03308933753316281,0.316,1
D7_g_B999,0.03309635907299137,0.315,1
D7_g_B999,0.03310338061281992,0.314,1
D7_g_B999,0.03311040215264848,0.312,1
D7_g_B999,0.03311742369247704,0.312,1
D7_g_B999,0.033124445232305594,0.31,1
D7_g_B999,0.033131466772134154,0.309,1
D7_g_B999,0.03313848831196271,0.308,1
D7_g_B999,0.033145509851791266,0.306,1
D7_g_B999,0.033152531391619826,0.305,1
D7_g_B999,0.033159552931448386,0.304,1
D7_g_B999,0.03316657447127694,0.303,1
D7_g_B999,0.0331735960111055,0.303,1
D7_g_B999,0.03318061755093406,0.303,1
D7_g_B999,0.03318763909076261,0.303,1
D7_g_B999,0.03319466063059117,0.303,1
D7_g_B999,0.03320168217041973,0.302,1
D7_g_B999,0.03320870371024828,0.301,1
D7_g_B999,0.03321572525007684,0.3,1
D7_g_B999,0.0332227467899054,0.3,1
D7_g_B999,0.033229768329733955,0.298,1
D7_g_B999,0.033236789869562515,0.296,1
D7_g_B999,0.033243811409391075,0.295,1
D7_g_B999,0.03325083294921963,0.295,1
D7_g_B999,0.033257854489048194,0.295,1
D7_g_B999,0.03326487602887675,0.295,1
D7_g_B999,0.0332718975687053,0.293,1
D7_g_B999,0.033278919108533866,0.293,1
D7_g_B999,0.03328594064836242,0.291,1
D7_g_B999,0.03329296218819097,0.29,1
D7_g_B999,0.03329998372801954,0.289,1
D7_g_B999,0.03330700526784809,0.288,1
D7_g_B999,0.033314026807676644,0.288,1
D7_g_B999,0.03332104834750521,0.288,1
D7_g_B999,0.033328069887333764,0.287,1
D7_g_B999,0.03333509142716232,0.286,1
D7_g_B999,0.03334211296699088,0.286,1
D7_g_B999,0.033349134506819436,0.284,1
D7_g_B999,0.03335615604664799,0.284,1
D7_g_B999,0.033363177586476556,0.283,1
D7_g_B999,0.03337019912630511,0.283,1
D7_g_B999,0.03337722066613366,0.281,1
D7_g_B999,0.03338424220596223,0.281,1
D7_g_B999,0.03339126374579078,0.281,1
D7_g_B999,0.033398285285619334,0.281,1
D7_g_B999,0.0334053068254479,0.279,1
D7_g_B999,0.03341232836527645,0.279,1
D7_g_B999,0.033419349905105006,0.278,1
D7_g_B999,0.03342637144493357,0.274,1
D7_g_B999,0.033433392984762125,0.273,1
D7_g_B999,0.033440414524590685,0.273,1
D7_g_B999,0.033447436064419245,0.273,1
D7_g_B999,0.0334544576042478,0.271,1
D7_g_B999,0.03346147914407636,0.27,1
D7_g_B999,0.03346850068390492,0.268,1
D7_g_B999,0.03347552222373347,0.268,1
D7_g_B999,0.03348254376356203,0.268,1
D7_g_B999,0.03348956530339059,0.264,1
D7_g_B999,0.03349658684321914,0.264,1
D7_g_B999,0.0335036083830477,0.264,1
D7_g_B999,0.03351062992287626,0.263,1
D7_g_B999,0.033517651462704814,0.262,1
D7_g_B999,0.033524673002533374,0.26,1
D7_g_B999,0.033531694542361934,0.26,1
D7_g_B999,0.03353871608219049,0.26,1
D7_g_B999,0.033545737622019046,0.26,1
D7_g_B999,0.033552759161847606,0.259,1
D7_g_B999,0.03355978070167616,0.258,1
D7_g_B999,0.03356680224150472,0.256,1
D7_g_B999,0.03357382378133328,0.255,1
D7_g_B999,0.03358084532116183,0.254,1
D7_g_B999,0.03358786686099039,0.254,1
D7_g_B999,0.03359488840081895,0.253,1
D7_g_B999,0.033601909940647504,0.253,1
D7_g_B999,0.03360893148047606,0.252,1
D7_g_B999,0.03361595302030462,0.252,1
D7_g_B999,0.033622974560133176,0.252,1
D7_g_B999,0.033629996099961736,0.251,1
D7_g_B999,0.033637017639790295,0.25,1
D7_g_B999,0.03364403917961885,0.25,1
D7_g_B999,0.03365106071944741,0.25,1
D7_g_B999,0.03365808225927597,0.25,1
D7_g_B999,0.03366510379910452,0.249,1
D7_g_B999,0.03367212533893308,0.247,1
D7_g_B999,0.03367914687876164,0.247,1
D7_g_B999,0.03368616841859019,0.247,1
D7_g_B999,0.03369318995841875,0.247,1
D7_g_B999,0.03370021149824731,0.246,1
D7_g_B999,0.033707233038075865,0.245,1
D7_g_B999,0.033714254577904425,0.244,1
D7_g_B999,0.033721276117732985,0.243,1
D7_g_B999,0.03372829765756154,0.242,1
D7_g_B999,0.0337353191973901,0.241,1
D7_g_B999,0.03374234073721866,0.24,1
D7_g_B999,0.03374936227704721,0.24,1
D7_g_B999,0.03375638381687577,0.24,1
D7_g_B999,0.03376340535670433,0.237,1
D7_g_B999,0.03377042689653288,0.237,1
D7_g_B999,0.03377744843636144,0.236,1
D7_g_B999,0.03378446997619,0.236,1
D7_g_B999,0.033791491516018554,0.235,1
D7_g_B999,0.033798513055847114,0.235,1
D7_g_B999,0.033805534595675674,0.234,1
D7_g_B999,0.033812556135504226,0.234,1
D7_g_B999,0.033819577675332786,0.233,1
D7_g_B999,0.033826599215161346,0.233,1
D7_g_B999,0.0338336207549899,0.232,1
D7_g_B999,0.03384064229481846,0.232,1
D7_g_B999,0.03384766383464702,0.229,1
D7_g_B999,0.03385468537447557,0.229,1
D7_g_B999,0.03386170691430413,0.229,1
D7_g_B999,0.03386872845413269,0.228,1
D7_g_B999,0.03387574999396124,0.227,1
D7_g_B999,0.0338827715337898,0.227,1
D7_g_B999,0.03388979307361836,0.227,1
D7_g_B999,0.033896814613446916,0.226,1
D7_g_B999,0.033903836153275475,0.226,1
D7_g_B999,0.033910857693104035,0.226,1
D7_g_B999,0.03391787923293259,0.224,1
D7_g_B999,0.03392490077276115,0.223,1
D7_g_B999,0.03393192231258971,0.223,1
D7_g_B999,0.03393894385241826,0.222,1
D7_g_B999,0.03394596539224682,0.222,1
D7_g_B999,0.03395298693207538,0.222,1
D7_g_B999,0.03396000847190393,0.222,1
D7_g_B999,0.03396703001173249,0.221,1
D7_g_B999,0.03397405155156105,0.22,1
D7_g_B999,0.033981073091389605,0.22,1
D7_g_B999,0.03398809463121817,0.22,1
D7_g_B999,0.033995116171046724,0.216,1
D7_g_B999,0.03400213771087528,0.215,1
D7_g_B999,0.034009159250703844,0.215,1
D7_g_B999,0.034016180790532397,0.215,1
D7_g_B999,0.03402320233036095,0.214,1
D7_g_B999,0.034030223870189516,0.214,1
D7_g_B999,0.03403724541001807,0.214,1
D7_g_B999,0.03404426694984662,0.214,1
D7_g_B999,0.03405128848967519,0.214,1
D7_g_B999,0.03405831002950374,0.214,1
D7_g_B999,0.034065331569332294,0.214,1
D7_g_B999,0.03407235310916086,0.213,1
D7_g_B999,0.03407937464898941,0.213,1
D7_g_B999,0.034086396188817966,0.213,1
D7_g_B999,0.03409341772864653,0.213,1
D7_g_B999,0.034100439268475086,0.212,1
D7_g_B999,0.03410746080830364,0.212,1
D7_g_B999,0.034114482348132205,0.212,1
D7_g_B999,0.03412150388796076,0.211,1
D7_g_B999,0.03412852542778931,0.211,1
D7_g_B999,0.03413554696761788,0.211,1
D7_g_B999,0.03414256850744643,0.208,1
D7_g_B999,0.03414959004727499,0.208,1
D7_g_B999,0.03415661158710355,0.206,1
D7_g_B999,0.0341636331269321,0.204,1
D7_g_B999,0.03417065466676066,0.204,1
D7_g_B999,0.03417767620658922,0.204,1
D7_g_B999,0.034184697746417775,0.203,1
D7_g_B999,0.034191719286246335,0.202,1
D7_g_B999,0.034198740826074894,0.201,1
D7_g_B999,0.03420576236590345,0.2,1
D7_g_B999,0.03421278390573201,0.199,1
D7_g_B999,0.03421980544556057,0.199,1
D7_g_B999,0.03422682698538912,0.198,1
D7_g_B999,0.03423384852521768,0.198,1
D7_g_B999,0.03424087006504624,0.198,1
D7_g_B999,0.03424789160487479,0.198,1
D7_g_B999,0.03425491314470335,0.197,1
D7_g_B999,0.03426193468453191,0.197,1
D7_g_B999,0.034268956224360464,0.197,1
D7_g_B999,0.034275977764189024,0.197,1
D7_g_B999,0.03428299930401758,0.195,1
D7_g_B999,0.034290020843846136,0.195,1
D7_g_B999,0.034297042383674696,0.194,1
D7_g_B999,0.034304063923503256,0.193,1
D7_g_B999,0.03431108546333181,0.193,1
D7_g_B999,0.03431810700316037,0.192,1
D7_g_B999,0.03432512854298893,0.191,1
D7_g_B999,0.03433215008281748,0.19,1
D7_g_B999,0.03433917162264604,0.19,1
D7_g_B999,0.0343461931624746,0.189,1
D7_g_B999,0.03435321470230315,0.189,1
D7_g_B999,0.03436023624213171,0.188,1
D7_g_B999,0.03436725778196027,0.188,1
D7_g_B999,0.034374279321788825,0.187,1
D7_g_B999,0.034381300861617385,0.187,1
D7_g_B999,0.034388322401445945,0.187,1
D7_g_B999,0.0343953439412745,0.186,1
D7_g_B999,0.03440236548110306,0.186,1
D7_g_B999,0.03440938702093162,0.185,1
D7_g_B999,0.03441640856076017,0.183,1
D7_g_B999,0.03442343010058873,0.181,1
D7_g_B999,0.03443045164041729,0.181,1
D7_g_B999,0.03443747318024584,0.181,1
D7_g_B999,0.0344444947200744,0.179,1
D7_g_B999,0.03445151625990296,0.177,1
D7_g_B999,0.034458537799731515,0.177,1
D7_g_B999,0.034465559339560074,0.176,1
D7_g_B999,0.034472580879388634,0.176,1
D7_g_B999,0.03447960241921719,0.173,1
D7_g_B999,0.03448662395904575,0.172,1
D7_g_B999,0.034493645498874306,0.172,1
D7_g_B999,0.03450066703870286,0.171,1
D7_g_B999,0.03450768857853142,0.171,1
D7_g_B999,0.03451471011835998,0.171,1
D7_g_B999,0.03452173165818853,0.171,1
D7_g_B999,0.03452875319801709,0.171,1
D7_g_B999,0.03453577473784565,0.171,1
D7_g_B999,0.034542796277674204,0.17,1
D7_g_B999,0.03454981781750276,0.17,1
D7_g_B999,0.03455683935733132,0.169,1
D7_g_B999,0.034563860897159876,0.169,1
D7_g_B999,0.034570882436988436,0.168,1
D7_g_B999,0.034577903976816995,0.168,1
D7_g_B999,0.03458492551664555,0.168,1
D7_g_B999,0.03459194705647411,0.167,1
D7_g_B999,0.03459896859630267,0.166,1
D7_g_B999,0.03460599013613122,0.166,1
D7_g_B999,0.03461301167595978,0.165,1
D7_g_B999,0.03462003321578834,0.165,1
D7_g_B999,0.03462705475561689,0.165,1
D7_g_B999,0.03463407629544545,0.164,1
D7_g_B999,0.03464109783527401,0.162,1
D7_g_B999,0.034648119375102565,0.162,1
D7_g_B999,0.034655140914931125,0.162,1
D7_g_B999,0.034662162454759685,0.161,1
D7_g_B999,0.03466918399458824,0.16,1
D7_g_B999,0.0346762055344168,0.157,1
D7_g_B999,0.03468322707424536,0.157,1
D7_g_B999,0.03469024861407391,0.157,1
D7_g_B999,0.034697270153902476,0.157,1
D7_g_B999,0.03470429169373103,0.157,1
D7_g_B999,0.03471131323355958,0.156,1
D7_g_B999,0.03471833477338815,0.155,1
D7_g_B999,0.0347253563132167,0.153,1
D7_g_B999,0.034732377853045254,0.153,1
D7_g_B999,0.03473939939287382,0.153,1
D7_g_B999,0.034746420932702374,0.153,1
D7_g_B999,0.03475344247253093,0.153,1
D7_g_B999,0.03476046401235949,0.153,1
D7_g_B999,0.034767485552188046,0.152,1
D7_g_B999,0.0347745070920166,0.151,1
D7_g_B999,0.034781528631845166,0.151,1
D7_g_B999,0.03478855017167372,0.151,1
D7_g_B999,0.03479557171150227,0.15,1
D7_g_B999,0.03480259325133084,0.15,1
D7_g_B999,0.03480961479115939,0.149,1
D7_g_B999,0.03481663633098794,0.148,1
D7_g_B999,0.03482365787081651,0.148,1
D7_g_B999,0.03483067941064506,0.148,1
D7_g_B999,0.034837700950473616,0.147,1
D7_g_B999,0.03484472249030218,0.146,1
D7_g_B999,0.034851744030130735,0.144,1
D7_g_B999,0.03485876556995929,0.144,1
D7_g_B999,0.034865787109787855,0.142,1
D7_g_B999,0.03487280864961641,0.142,1
D7_g_B999,0.03487983018944497,0.142,1
D7_g_B999,0.03488685172927353,0.142,1
D7_g_B999,0.03489387326910208,0.139,1
D7_g_B999,0.03490089480893064,0.137,1
D7_g_B999,0.0349079163487592,0.137,1
D7_g_B999,0.03491493788858775,0.137,1
D7_g_B999,0.03492195942841631,0.137,1
D7_g_B999,0.03492898096824487,0.136,1
D7_g_B999,0.034936002508073424,0.136,1
D7_g_B999,0.034943024047901984,0.136,1
D7_g_B999,0.034950045587730544,0.136,1
D7_g_B999,0.0349570671275591,0.135,1
D7_g_B999,0.034964088667387656,0.135,1
D7_g_B999,0.034971110207216216,0.135,1
D7_g_B999,0.03497813174704477,0.135,1
D7_g_B999,0.03498515328687333,0.135,1
D7_g_B999,0.03499217482670189,0.133,1
D7_g_B999,0.03499919636653044,0.132,1
D7_g_B999,0.035006217906359,0.132,1
D7_g_B999,0.03501323944618756,0.132,1
D7_g_B999,0.035020260986016113,0.131,1
D7_g_B999,0.03502728252584467,0.13,1
D7_g_B999,0.03503430406567323,0.128,1
D7_g_B999,0.035041325605501786,0.127,1
D7_g_B999,0.035048347145330346,0.127,1
D7_g_B999,0.035055368685158905,0.126,1
D7_g_B999,0.03506239022498746,0.125,1
D7_g_B999,0.03506941176481602,0.124,1
D7_g_B999,0.03507643330464458,0.123,1
D7_g_B999,0.03508345484447313,0.123,1
D7_g_B999,0.03509047638430169,0.123,1
D7_g_B999,0.03509749792413025,0.122,1
D7_g_B999,0.0351045194639588,0.122,1
D7_g_B999,0.03511154100378736,0.122,1
D7_g_B999,0.03511856254361592,0.12,1
D7_g_B999,0.035125584083444475,0.119,1
D7_g_B999,0.035132605623273035,0.116,1
D7_g_B999,0.035139627163101594,0.116,1
D7_g_B999,0.03514664870293015,0.115,1
D7_g_B999,0.03515367024275871,0.114,1
D7_g_B999,0.03516069178258727,0.113,1
D7_g_B999,0.03516771332241582,0.112,1
D7_g_B999,0.03517473486224438,0.112,1
D7_g_B999,0.03518175640207294,0.111,1
D7_g_B999,0.03518877794190149,0.11,1
D7_g_B999,0.03519579948173005,0.11,1
D7_g_B999,0.03520282102155861,0.11,1
D7_g_B999,0.035209842561387164,0.108,1
D7_g_B999,0.035216864101215724,0.108,1
D7_g_B999,0.035223885641044284,0.108,1
D7_g_B999,0.035230907180872836,0.108,1
D7_g_B999,0.035237928720701396,0.107,1
D7_g_B999,0.035244950260529956,0.107,1
D7_g_B999,0.03525197180035851,0.107,1
D7_g_B999,0.03525899334018707,0.107,1
D7_g_B999,0.03526601488001563,0.106,1
D7_g_B999,0.03527303641984418,0.106,1
D7_g_B999,0.03528005795967274,0.106,1
D7_g_B999,0.0352870794995013,0.106,1
D7_g_B999,0.03529410103932985,0.105,1
D7_g_B999,0.03530112257915841,0.105,1
D7_g_B999,0.03530814411898697,0.105,1
D7_g_B999,0.035315165658815525,0.105,1
D7_g_B999,0.035322187198644085,0.104,1
D7_g_B999,0.035329208738472645,0.104,1
D7_g_B999,0.0353362302783012,0.104,1
D7_g_B999,0.03534325181812976,0.103,1
D7_g_B999,0.03535027335795832,0.103,1
D7_g_B999,0.03535729489778687,0.103,1
D7_g_B999,0.03536431643761543,0.102,1
D7_g_B999,0.03537133797744399,0.101,1
D7_g_B999,0.03537835951727254,0.101,1
D7_g_B999,0.0353853810571011,0.1,1
D7_g_B999,0.03539240259692966,0.099,1
D7_g_B999,0.035399424136758215,0.099,1
D7_g_B999,0.03540644567658678,0.099,1
D7_g_B999,0.035413467216415334,0.097,1
D7_g_B999,0.03542048875624389,0.094,1
D7_g_B999,0.035427510296072454,0.093,1
D7_g_B999,0.035434531835901006,0.093,1
D7_g_B999,0.03544155337572956,0.092,1
D7_g_B999,0.035448574915558126,0.092,1
D7_g_B999,0.03545559645538668,0.091,1
D7_g_B999,0.03546261799521523,0.091,1
D7_g_B999,0.0354696395350438,0.091,1
D7_g_B999,0.03547666107487235,0.091,1
D7_g_B999,0.035483682614700904,0.091,1
D7_g_B999,0.03549070415452947,0.091,1
D7_g_B999,0.03549772569435802,0.091,1
D7_g_B999,0.035504747234186576,0.091,1
D7_g_B999,0.03551176877401514,0.091,1
D7_g_B999,0.035518790313843696,0.091,1
D7_g_B999,0.03552581185367225,0.091,1
D7_g_B999,0.035532833393500815,0.091,1
D7_g_B999,0.03553985493332937,0.091,1
D7_g_B999,0.03554687647315792,0.09,1
D7_g_B999,0.03555389801298649,0.089,1
D7_g_B999,0.03556091955281504,0.089,1
D7_g_B999,0.03556794109264359,0.089,1
D7_g_B999,0.03557496263247216,0.089,1
D7_g_B999,0.03558198417230071,0.089,1
D7_g_B999,0.03558900571212927,0.088,1
D7_g_B999,0.03559602725195783,0.088,1
D7_g_B999,0.035603048791786385,0.088,1
D7_g_B999,0.035610070331614944,0.087,1
D7_g_B999,0.035617091871443504,0.087,1
D7_g_B999,0.03562411341127206,0.087,1
D7_g_B999,0.03563113495110062,0.087,1
D7_g_B999,0.035638156490929176,0.087,1
D7_g_B999,0.03564517803075773,0.087,1
D7_g_B999,0.03565219957058629,0.087,1
D7_g_B999,0.03565922111041485,0.086,1
D7_g_B999,0.0356662426502434,0.085,1
D7_g_B999,0.03567326419007196,0.085,1
D7_g_B999,0.03568028572990052,0.085,1
D7_g_B999,0.035687307269729074,0.085,1
D7_g_B999,0.035694328809557634,0.085,1
D7_g_B999,0.03570135034938619,0.084,1
D7_g_B999,0.035708371889214746,0.084,1
D7_g_B999,0.035715393429043306,0.083,1
D7_g_B999,0.035722414968871866,0.082,1
D7_g_B999,0.03572943650870042,0.082,1
D7_g_B999,0.03573645804852898,0.081,1
D7_g_B999,0.03574347958835754,0.081,1
D7_g_B999,0.03575050112818609,0.081,1
D7_g_B999,0.03575752266801465,0.081,1
D7_g_B999,0.03576454420784321,0.081,1
D7_g_B999,0.03577156574767176,0.081,1
D7_g_B999,0.03577858728750032,0.081,1
D7_g_B999,0.03578560882732888,0.081,1
D7_g_B999,0.035792630367157435,0.081,1
D7_g_B999,0.035799651906985995,0.081,1
D7_g_B999,0.035806673446814555,0.08,1
D7_g_B999,0.03581369498664311,0.08,1
D7_g_B999,0.03582071652647167,0.079,1
D7_g_B999,0.03582773806630023,0.079,1
D7_g_B999,0.03583475960612878,0.079,1
D7_g_B999,0.03584178114595734,0.079,1
D7_g_B999,0.0358488026857859,0.078,1
D7_g_B999,0.03585582422561445,0.078,1
D7_g_B999,0.03586284576544301,0.077,1
D7_g_B999,0.03586986730527157,0.077,1
