modell,term,koef,se,p_t26,prosent
E5_felles,tidlig_post,-0.006788451033785514,0.002293584292460365,0.006488038594657574,-0.6765461550475549
E5_felles,sent_post,-0.012651854237133364,0.0028185008225586347,0.00012955159346133812,-1.257215599357025
E5_felles,sent_dose,0.014478745330720674,0.0014272951798854454,1.572260254814039e-10,1.4584070073356807
E5_sesong_per_kohort,tidlig_post,-0.006638737641528445,0.0018021963618071579,0.0010607103414714285,-0.6616749906632822
E5_sesong_per_kohort,sent_post,-0.004949683699146641,0.0028549939827286026,0.09481750274534642,-0.49374542004891175
E5_sesong_per_kohort,sent_dose,0.003385538505203069,0.0024909336223919993,0.18577434709418206,0.3391275913600072
