effekt_kontroll_prosentpoeng,direkte_effekt_bestiller_omtrent,samlet_effekt_omtrent
-3.0,0.03313956384048211,-0.6577356093734967
-1.0,2.033139563840482,1.3422643906265033
0.0,3.033139563840482,2.3422643906265033
1.0,4.033139563840482,3.3422643906265033
3.0,6.033139563840482,5.342264390626504
