seleksjonssjokk_prosent,gjenstaende_beta_log,gjenstaende_effekt_prosent
0.0,0.029880493831513134,3.033139563840482
1.0,0.019930162978345052,2.0130094691489924
2.0,0.010077866535333421,1.012881925333806
3.0,0.00032169158996873254,0.032174333825710846
3.033139563840482,-3.469446951953614e-18,-3.469446951953614e-16
4.0,-0.009340219321768161,-0.9296734963072287
